question,options,answer,solution
 Q.238. The Amaravati School of art was developed under the patronage of __________ . SSC MTS 17/05/2023 (Evening) ,"['(a) Cholas ', '(b) Cheras ', '(c) Satavahanas ', '(d) Palas ']",(c) Satavahanas ,"Sol.238.(c) Satavahans. Different School of arts: Gandhara School of Art (Kushana) - It developed in the North West Frontier, in the modern-day Kandahar region. It is also known as Indo-Greek art because of the heavy influence of Greek or Hellenistic sculpture. Mathura School of Art (Kushana) - It developed around Mathura."
 Q.239. Who among the following was a famous ruler of the Pandya dynasty of South India? SSC MTS 18/05/2023 (Morning) ,"['(a) Nedunjeliyan II ', '(b) Karikala ', '(c) Ashoka ', '(d) Nizam Shah ']",(a) Nedunjeliyan II ,"Sol.239.(a) Nedunjeliyan II. He was made ‘Pandya supreme in the south’. He defeated a confederacy of the Cholas and Cheras at Talaiyalanganam near Tiruvarur. His deeds have been described in the Maduraikkanci. Pandya Empire - Established by King Kadungon in the 6th century AD. Capital - Korkai, Madurai."
 Q.240. Around 2000 years ago _________ became the second capital of the Kushanas. SSC MTS 19/05/2023 (Morning) ,"['(a) Patliputra ', '(b) Madurai ', '(c) Vaishali ', '(d) Mathura ']",(d) Mathura ,"Sol.240.(d) Mathura . Kushan Dynasty (First-Third Centuries): Rulers - Kujula Kadphises (Founder). Vima Kadphises - First ruler to introduce pure gold coins in India. Kanishka - He administered the territory from two capitals: Purushapura (now Peshawar in northern Pakistan) and Mathura, in northern India. Vasudeva I - Last Kushana Ruler."
 Q.241. Sangam poems mention a Tamil word 'Muvendar' which means ________. SSC MTS 13/06/2023 (Morning) ,"['(a) Three taxes ', '(b) Three ports ', '(c) Three chiefs ', '(d) Three horses ']",(c) Three chiefs ,"Sol.241.(c) Three chiefs. It is a reference to the three ruling families of T amil Nadu during the Sangam period: the Cholas, the Cheras, and the Pandyas."
" Q.242. The kingdoms of Chola, Chera and Pandyas belong to which period in ancient India? SSC MTS 15/06/2023 (Evening) ","['(a) Gupta Period ', '(b) Sangam Period ', '(c) Mauryan Period ', '(d) Mahajanapada period ']",(b) Sangam Period ,"Sol.242.(b) Sangam Period. Three dynasties ruled during the Sangam Age. Cheras: Modern-Day City (Kerala), Ancient Capital (Vanji), Important Ruler (Cheran Senguttuvan), Important Ports (Musiri, Tondi), Emblem (Bow and Arrow). Cholas: Modern-Day City (Tamil Nadu), Ancient Capital (Uraiyur, Puhar), Important Ruler (Karikala), Important Ports. (Kaveripattinam), Emblem (Tiger). Pandyas: Modern-Day City (Tamil Nadu), Ancient Capital (Madurai), Important Ruler (Nedunchezhiyan), Important Ports {Muziris (Muchiri), Korkai, Kaveri}, Emblem (Carp)."
 Q.243. The term ' Kammakaras' in ancient times is related to ________. SSC MTS 16/06/2023 (Evening) ,"['(a) Landless agricultural labourers ', '(b) Craftsmen ', '(c) Tax collecting officer ', '(d) Goldsmith ']",(a) Landless agricultural labourers ,"Sol.243.(a) Landless agricultural labourers . Terminologies related in ancient times - Shrenis: In ancient times, crafts persons and merchants formed associations. Samaharta and Sanidata - Tax collecting officers in ancient times. Sonalika is a Sanskrit word that refers to a goldsmith. Grihapatis- independent farmers. Dasa Karmakara - Men and women s uch a s the dasa karmakara, who did not own land, and had to earn a living working on the fields owned by others. An agrahara was land granted to a Brahmana."
" Q.244. Which famous ruler was known as the ""Second Ashoka"" ? SSC MTS 19/06/2023 (Morning) ","['(a) Chandragupta II ', '(b) Rudradaman I ', '(c) Milinda ', '(d) Kanishka ']",(d) Kanishka ,"Sol.244.(d) Kanishka. He was from the Kushan Dynasty reign from 127 - 151 AD. He was famous for his military, political, and spiritual achievements."
 Q.245. Which of the following statements is correct with respect to the Sangam literature? I. These texts were supposed to be composed and compiled in assemblies of poets. II. The Sangam literature compiled in assemblies of poets were held in the city of Madurai. SSC CGL 13/12/2022 (1st Shift) ,"['(a) Neither I nor II ', '(b) Both I and II ', '(c) Only I ', '(d) Only II ']",(b) Both I and II ,"Sol.245.(b) Both I and II. Siddhar Agastyar presided over the first Tamil Sangam at Madurai. Sangam literature (the poetry of the noble ones, ancient Tamil literature) is the earliest known literature of South India. Tolkappiyam, Ettutogai, Pattuppattu, Pathinenkilkanakku, and the two epics (Silappathikaram and Manimegalai) comprise the Sangam literature. S angam Literature: 2 categories (Aham and Puram), Tinai (seven minor genres), Ainkurunuru (collection of 500 short poems)."
" Q.246. Who a mong the following gave up his traditional professions and took to arms, successfully established a kingdom in Karnataka? SSC CGL 13/12/2022 (1st Shift) ","['(a) Vasudeva Kanva ', '(b) Gurjara-Pratihara Harichandra ', '(c) Pushyamitra Shunga ', '(d) Kadamba Mayurasharman ']",(d) Kadamba Mayurasharman ,"Sol.246.(d) Kadamba Mayurasharman was a Brahmana. The Kadamba Mayurasharman (345–365 C.E.) was the founder of the Kadamba Kingdom of Banavasi (Karnataka). Kadimi Chettu (story of Mayur Sharma) was written by Visawanatha Satyanarayana {Padma Bhushan (1970), Jnanpith Award (1971)}."
 Q.247. Which of the following pairs of ‘Dynasty – Ruled region’ is correctly matched? I. Shakas – North west and north India II. Vakatakas – Central and western India SSC CGL 08/12/2022 (2nd Shift) ,"['(a) Neither I nor II ', '(b) Only I ', '(c) Only II ', '(d) Both I and II ']",(d) Both I and II ,"Sol.247.(d) Both I a nd II. The Sakas (first shaka king, Maues or Moga) ruled over the north-west frontier, and north India (Punjab, Sindh, Kashmir, western Uttar Pradesh, Saurashtra, Kathiawar, Rajputana, Malwa, and the north Konkan belt of M aharashtra). Vakatakas (founder - Vindhyashakti) ruled over Central - Western India (southernmost points of Malwa and Gujarat in the north to the Tungabhadra River in the south, and from the Arabian Sea in the west to the edges of Chhattisgarh in the east)."
 Q.248. Merchants and migrants first brought the teachings of the holy Quran to India in the_______century. SSC CGL 02/12/2022 (3rd Shift) ,"['(a) fourth ', '(b) seventh ', '(c) ninth ', '(d) sixth ']",(b) seventh ,"Sol.248.(b) seventh . Different religions and their holy books: Islam (Quran and Sunnah), Sikhism (Guru Granth Sahib), Jainism (Jain Agamas), Buddhist (Tipitaka), Hinduism (Bhagwat Gita, Ved, Upnishad), Christianity (Bible), Rastafari (Bible, Kebra Nagast, The Promise Key, Holy Piby), Shinto (Kojiki, Nihon Shoki, Fudoki), Zoroastrianism (Zend Avesta), etc."
 Q.249. Which of the following is NOT associated with Aryabhata? SSC CGL 06/12/2022 (3rd Shift) ,"['(a) Stated that day and night were caused by the rotation of the earth on its axis. ', '(b) Developed a scientific explanation for eclipses ', '(c) Found a way of calculating the circumference of a circle ', '(d) Spoke about elaborate surgical procedures ']",(d) Spoke about elaborate surgical procedures ,"Sol.249.(d) Sushruta {the father of surgery} spoke about elaborate surgical procedures in his book ‘Sushruta Samhita’. Aryabhata invents: Mathematics {place value system and zero, Approximation of π, Trigonometry, Indeterminate equations, Algebra}, Astronomy {Motions of the solar system, Eclipses, Sidereal periods, Heliocentrism}."
 Q.250. Ravikirti was the court poet of which of the following dynasty rulers ? SSC CGL 03/12/2022 (4th Shift) ,"['(a) Cholas ', '(b) Cheras ', '(c) Pallavas ', '(d) Chalukyas ']",(d) Chalukyas ,"Sol.250.(d) Chalukya dynasty. The Jain poet Ravikirti was the court poet of 'Pulakeshin II' (610 to 642 CE), the first sovereign ruler of the Chalukya dynasty of Vatapi (modern Badami). Ravikirti's Aihole inscription (a nineteen-line Sanskrit inscription), in honour of his patron king, is found in the Meguti Jain temple at Aihole, Karnataka. Chalukya dynasty (between 6th and 12th centuries). Pallava dynasty (275 CE to 897 CE). Chera dynasty (in the Sangam period and before). Chola dynasty (300 BCE to 1279 CE)."
" Q.251. The Durga temple at Aihole, built about ______ years ago. SSC CGL 05/12/2022 (1st Shift) ","['(a) 1700 ', '(b) 2000 ', '(c) 1100 ', '(d) 1400 ']",(d) 1400 ,"Sol.251.(d) 1400 . Durga temple, Aihole, Karnataka - dedicated to Surya but named Durga because a durg or fortified lookout was constructed on top of it after the 13th-century during the wars between Hindu kingdoms and Islamic Sultanates. Construction - late 7th - early 8th century (during Chalukya dynasty) 1400 years ago."
" Q.252. According to the Brihat Samhita, what do you call the process of making scents, mouth perfumes and bath powders? SSC CGL 05/12/2022 (1st Shift) ","['(a) Jatuka ', '(b) Gandhayukli ', '(c) Kamplcica ', '(d) Pattanga ']",(b) Gandhayukli ,"Sol.252.(b) Gandhayukli . Varahmihir’s Brihat Samhita is a sort of encyclopedia, which w as c omposed in the sixth century CE. It informs about the preparation of glutinous material to be applied on w alls and roofs of houses and temples. It also gives references to perfumes and cosmetics. A number of classical texts, like Atharvaveda (1000 BCE) mention some dye stuff, the material used were turmeric, madder, sunflower, orpiment, cochineal and lac."
 Q.253. Which of the following book was written by Aryabhata? SSC CGL 07/12/2022 (2nd Shift) ,"['(a) Dhatupatha ', '(b) Aryabhatiyam ', '(c) Natya Shastra ', '(d) Romaka Siddhanta ']",(b) Aryabhatiyam ,"Sol.253.(b) Aryabhatiyam . Books written by Aryabhata: ‘Dashgeetika’, ‘Arya Siddhanta’, ‘Rishab’s Good Theory of Indian’, etc. Aryabhata (a great mathematician-astronomer) contributions towards mathematics include algebra, approximation of pi, place value system and zero, trigonometry, etc. His contributions towards astronomy include Solar system motion, Sidereal periods, Eclipses, Heliocentrism, etc. Dhatupatha (Panini), Natya Shastra (Bharata), and Romaka Siddhanta (Varahmihira)."
 Q.254. Who a mong the following was t he founder of the Kanva dynasty? SSC CGL 12/12/2022 (3rd Shift) ,"['(a) Narayana ', '(b) Susharman ', '(c) Vasudeva ', '(d) Devabhuti ']",(c) Vasudeva ,"Sol.254.(c) Vasudeva Kanva (73-63 BCE) founded the Kanva dynasty (72–28 BCE, Kanvayanas). Rulers of the Kanva dynasty - Bhumimitra (64-50 BCE), Narayana (50-38 BCE), Susarman (38-28 BCE). Capital: Patliputra . Devabhuti - the last ruler of the Sunga Dynasty."
 Q.255. The rulers of which of the following dynasties built the Khajuraho temples between 950 to 1050 A.D in central India? SSC CPO 09/11/2022 (Morning) ,"['(a) Gurjara-Pratihara Dynasty ', '(b) Rashtrakuta Dynasty ', '(c) Pala Dynasty ', '(d) Chandela Dynasty ']",(d) Chandela Dynasty ,"Sol.255.(d) Chandela Dynasty. The Khajuraho Group of Monuments are a group of Hindu and Jain temples in Chhatarpur district, Madhya Pradesh, Known for its Erotic Sculpture. The Pratiharas, also known as the Gurjara -Pratiharag (Founder - Harichandra). The most well-known king of this dynasty was Bhoja or Mihira Bhoja."
 Q.256. In which of the following languages did Amoghavarsha write Kavirajamarga? SSC CPO 11/11/2022 (Afternoon) ,"['(a) Tamil ', '(b) Sanskrit ', '(c) Kannada ', '(d) Telugu ']",(c) Kannada ,"Sol.256.(c) Kannada. Amoghavarsha (Rashtrakuta ruler) also wrote ‘Prasnottara Ratna Malika’ (Sanskrit). He patronized many Indian scholars including mathematician Mahaviracharya , who wrote Ganita -sara- samgraha, Jinasena, Virasena, Shakatayan, and Sri Vijaya (a Kannada language theorist). He held titles such as Nrupathunga, Atishadhavala, Veeranarayana, Rattamarthanda , and Srivallabha during his reign. Historian Panchamukhi called him the ‘Ashoka of South’."
 Q.257. Which king of the Pala dynasty defeated Indrayudh and made Chakrayudha as the ruler of Kannauj? Graduate Level 04/08/2022 (Shift - 2) ,"['(a) Dharmapala ', '(b) Mahendrapala ', '(c) Devapala ', '(d) Gopala ']",(a) Dharmapala ,"Sol.257.(a) Dharampala (770-810) founded the Vikramshila University (Bhagalpur, Bihar) and built Somapuri monastery, Bihar. In 750 AD, Gopala founded the Pala dynasty. Capital: Muddagiri/ Munger (Bihar). Pala period (golden period in history of Bengal). Devapala (810-850), his Court poet was Buddhist scholar Vajradatta (author of Lokesvarasataka)."
 Q.258. Manuscripts were usually written on: SSC MTS 07/07/2022 (Morning) ,"['(a) marbles ', '(b) palm leaf ', '(c) tulsi leaves ', '(d) iron ']",(b) palm leaf ,"Sol.258.(b) palm leaf. A manuscript is a handwritten composition on paper, bark, cloth, metal, palm leaf, or any other material dating back at least seventy-five years. The National Mission for Manuscripts was launched in February 2003 under the Ministry of Tourism and Culture."
" Q.259. Mukteshwara Temple is a 10th-century Hindu temple dedicated to Shiva, located in _______. SSC MTS 12/07/2022 (Afternoon) ","['(a) Assam ', '(b) Odisha ', '(c) Maharashtra ', '(d) Gujarat ']",(b) Odisha ,"Sol.259.(b) Odisha ( Bhubaneswar ) . Ancient temples - Virupaksha Temple, Hampi (Built by Lakkan Dandesha, a chieftain under the ruler Deva Raya II), Ellora Kailashanatha Temple (Krishna I o f Rashtrakuta), Sun Temple Konark (Eastern Ganga King Narsimhadeva-1)."
 Q.260. Which of the following is NOT a Buddhist architectural marvel of India ? SSC MTS 18/07/2022 (Evening) ,"['(a) Pataleshwar Caves ', '(b) Sanchi Stupa ', '(c) Bharhut Stupa ', '(d) Ajanta Caves ']",(a) Pataleshwar Caves ,"Sol.260.(a) Pataleshwar Caves (Pune) is dedicated to Shiva, it was a monumental monolithic excavation with a notable circular Nandi mandapam and a large pillared mandapam. The Cave Temple is an 8th-century rock-cut shrine built by the Rashtrakuta Dynasty."
 Q.261. Queen Rudramadevi belonged to which dynasty of India? SSC MTS 26/07/2022 (Afternoon) ,"['(a) Chola ', '(b) Kakatiya ', '(c) Chalukya ', '(d) Chera ']",(b) Kakatiya ,"Sol.261.(b) Kakatiya . Marco Polo mentioned her in his writings. Rudradeva I was the first independent ruler of this kingdom of Warangal. Their capital was Orugallu, now known as Warangal. In 1323 Prince Jaunakhan (Muhammad bin Tughlaq) defeated Prataparudra Deva (the last ruler of this kingdom) and annexed their kingdom"
 Q.262. ______ was an important port city in ancient India. SSC CGL 11/04/2022 (Morning) ,"['(a) Tamralipti ', '(b) Shravasti ', '(c) Ahichhatra ', '(d) Champa ']",(a) Tamralipti ,"Sol.262.(a) Tamralipti was a port city and capital of S uhma K ingdom in ancient Bengal, located on the coast of the Bay of Bengal. Shravasti was the capital of Kosala kingdom in ancient India and the place where the Buddha lived most after his enlightenment. Ahichhatra near the modern Ramnagar village in Aonla tehsil, Bareilly district in Uttar Pradesh. Champa, city of ancient India, the capital of the kingdom of Anga."
 Q.263. Which of the following was a fishing colony t hat was u sed as a port for trading with the Romans and the Greco-Romans in ancient India? SSC CGL 11/04/2022 (Afternoon) ,"['(a) Lothal ', '(b) Badami ', '(c) Arikamedu ', '(d) Tulapurushandana ']",(c) Arikamedu ,"Sol.263.(c) Arikamedu . Lothal is a port town located along the Bhogava river in Gujarat. Badami is located in a ravine at the foot of a rugged, red sandstone outcrop that surrounds Agastya lake (Karnataka). The King's Balance, also known as Tulapurushandana, is located southwest of Vittala temple(Telangana)."
 Q.264. The Mesopotamians wrote on tablets made of: S SC CGL 13/04/2022 (Evening) ,"['(a) clay ', '(b) sandstone ', '(c) limestone ', '(d) slate ']",(a) clay ,"Sol.264.(a) Clay . It is a sedimentary rock. Sandstones are siliciclastic sedimentary rocks. Limestone is a sedimentary rock made of calcium carbonate (CaCO ), 3 usually in the form of calcite or aragonite. Slate, fine-grained, clayey metamorphic rock."
 Q.265. Which place had a water harvesting system channeling the flood water of the Ganga river in the first century B.C ? SSC MTS 06/10/21 (Evening) ,"['(a) Kanpur ', '(b) Gorakhpur ', '(c) Mirzapur ', '(d) Sringaverapura ']",(d) Sringaverapura ,"Sol.265.(d) Sringaverapura (near Allahabad in Uttar Pradesh). Water harvesting in India - Dholavira in Harappan civilization, Bhopal Lake (built by the Paramara Raja Bhoj in 11th century), Iltutmish constructed a tank in Hauz Khas for supplying water to the Siri Fort (14th century)."
 Q.266. Which state of India was ruled by the Ningthouja dynasty? SSC MTS 14/10/2021 (Afternoon) ,"['(a) Manipur ', '(b) Haryana ', '(c) Gujarat ', '(d) Assam ']",(a) Manipur ,Sol.266.(a) Manipur . It has 125 extended families. It was apparently founded by King Nongda Lairen Pakhangba in 33 CE.
 Q.267. The Caves of Elephanta are predominantly dedicated to which of the following deities? SSC MTS 26/10/2021 (Afternoon) ,"['(a) Lord Shiva ', '(b) Lord Krishna ', '(c) Lord Rama ', '(d) Lord Ganesha ']",(a) Lord Shiva ,"Sol.267.(a) Lord Shiva. The caves of Elephanta were built by the Rashtrakuta rulers. They are on Elephanta Island, or Gharapuri, in Mumbai Harbour. There are about 34 caves. These are declared a World Heritage Site by UNESCO in 1987."
 Q.268. In which of the following temples will you find Gopurams? SSC CGL 13/08/2021(Afternoon) ,"['(a) Shiva Temple, Chidambaram ', '(b) Bhabatarini Temple, Dakshineswar ', '(c) Golden Temple, Amritsar ', '(d) Dilwara Temple, Mount Abu ']","(a) Shiva Temple, Chidambaram ","Sol.268.(a) Shiva Temple, Chidambaram. A gopuram or gopura is a monumental tower, usually ornate, at the entrance of any temple, especially in Southern India. They are a prominent feature of koils, Hindu temples built in the Dravidian style. They are topped by the kalasam, a bulbous stone finial. Nataraja temple in Chidambaram, Tamil Nadu is one of the famous examples of Gopuram."
 Q.269. Who among the following wrote the basic text of Vaisheshika philosophy? SSC CGL 17/08/2021 (Morning) ,"['(a) Kanada ', '(b) Shankaracharya ', '(c) Patanjali ', '(d) Jaimini ']",(a) Kanada ,"Sol.269.(a) Kanada . It is an ancient Sanskrit text at the foundation of the Vaisheshika school of Hindu philosophy. Vaisheshika is one of the six classical schools of Indian philosophy, often referred to as ""Darshanas."""
 Q.270. The story of Maynamati and Gopichandra is a part of which of the following literary works? SSC CGL 17/08/2021 (Evening) ,"['(a) Nath literature ', '(b) Chandimangal Kavya ', '(c) Manasamangal Kavya ', '(d) Sanskrit epics ']",(a) Nath literature ,"Sol.270.(a) Nath literature. It includes stories concerning the worship of Dharma Thakur, and fairy tales, folk tales and ballads."
" Q.271. Yashovigraha, Mahichandra and Chandradeva w ere the first three rulers o f ______ dynasty. SSC CGL 24/08/2021 (Afternoon) ","['(a) Maratha ', '(b) Chauhans ', '(c) Gahadavala ', '(d) Wadiyar ']",(c) Gahadavala ,Sol.271.(c) Gahadavala . Yashovigraha was the founder of the Gahadavala dynasty. The majority of the Gahadavala epigraphic records were discovered in Uttar Pradesh.
 Q.272. Who among the following was NOT a ruler of the Kushana dynasty? SSC CHSL 12/04/2021 (Afternoon) ,"['(a) Nahapana ', '(b) Vasishka ', '(c) Vasudeva ', '(d) Huvishka ']",(a) Nahapana ,"Sol.272.(a) Nahapana was an important ruler of the Western Kshatrapas, a descendant of the Indo-Scythians, in northwestern India, who ruled during the 1st or 2nd century CE."
 Q.273. Identify the Indian state which was known as 'Pragjyotisha' during the epic period. SSC CHSL 04/08/2021 (Morning) ,"['(a) Assam ', '(b) Odisha ', '(c) Kerala ', '(d) Bihar ']",(a) Assam ,Sol.273.(a) Assam was known as Pragjyotisha or the place of eastern astronomy during the epic p eriod and later named Kamrupa.
 Q.274. In which of the following caves is the painting named ‘Padmapani Bodhisattva’ found? SSC CHSL 04/08/2021 (Afternoon) ,"['(a) Ajanta Cave No. 4 ', '(b) Ajanta Cave No. 2 ', '(c) Ajanta Cave No. 3 ', '(d) Ajanta Cave No. 1 ']",(d) Ajanta Cave No. 1 ,Sol.274.(d) Ajanta Cave No. 1. The iconic Ajanta paintings Padmapani and Vajrapani glorify the walls of the Cave 1 of Ajanta. Cave 1 of Ajanta was built in the second phase of excavation under the patronage of King Harisena of the Vakataka dynasty.
 Q.275. Bhaskaravarman of the Varman dynasty ruled in the ______ region. SSC CHSL 04/08/2021 (Afternoon) ,"['(a) Kamarupa ', '(b) Ujjain ', '(c) Magadha ', '(d) Vaishali ']",(a) Kamarupa ,"Sol.275.(a) Kamarupa (Present day Assam). Varman dynasty (350-655 CE)- Rulers - Pushyavarman (Founder, contemporary of Samudragupta), Bhutivarman, Bhaskaravarman."
 Q.276. The famous caves of Udayagiri and Khandagiri are located in : SSC CPO 23/11/2020 (Evening) ,"['(a) Tripura ', '(b) Uttarakhand ', '(c) Odisha ', '(d) Chhattisgarh ']",(c) Odisha ,"Sol.276.(c) Odisha. U dayagiri-Khandagiri: Ancient caves near Bhubaneswar. Referred to as ""Kumari Parvat"" in the Hathigumpha inscription and Built by King Kharvela. 18 caves in Udayagiri, 15 in Khandagiri."
" Q.277. Kolathunadu, Valluvanad and Thekkumkoor were ancient small-time kingdoms in which state of India? SSC CGL 03/03/2020 (Morning) ","['(a) Gujarat ', '(b) Karnataka ', '(c) Kerala ', '(d) Bihar ']",(c) Kerala ,Sol.277.(c) Kerala. Kolathunadu - land lying between Perumba river in the north and Putupattanam river in the south. Valluvanad (Founder - Ilayi Raja) - Region between Meenachil and Pamban rivers. Thekkumkoor - The region between the Nila river and Panthaloor Hills.
 Q.278. When did the Vikrama Era begin? SSC CGL 06/03/2020 (Morning) ,"['(a) 47 BC ', '(b) 55 BC ', '(c) 57 BC ', '(d) 50 BC ']",(c) 57 BC ,Sol.278.(c) 57 BC. The Vikram Samvat calendar starts half a century before the Gregorian calendar and works on an Indian calendar cycle. The first day of t he Vikram Samvat calendar is celebrated after Diwali in the states of Gujarat and Maharashtra. Medieval History Foreign Invasions
 Q.279. In which year Timur's invasion of Delhi took place? SSC CPO 04/10/2023 (Afternoon) ,"['(a) 1398 ', '(b) 1221 ', '(c) 1492 ', '(d) 1526 ']",(a) 1398 ,"Sol.279.(a) 1398. Timur: They invaded India during the reign of Nasir-ud-Din Mahmud Shah Tughluq . H e nominated Khizr Khan (Sayyid Dynasty - 1414 to 1451) to rule Punjab. Tughlaq Dynasty (1320 - 1414): Rulers - Ghiyasuddin Tughlaq (founder), Muhammad bin Tughlaq, Firoz shah Tughlaq, and Muhammad Shah."
 Q.280. Which of the following was the last invasion by Mahmud Ghazni outside Punjab? SSC CHSL 14/08/2023 (4th shift) ,"['(a) Somnath ', '(b) Mathura ', '(c) Kalinjar ', '(d) Kanauj ']",(a) Somnath ,"Sol.280.(a) Somnath Temple (attacked in 1025 AD). India was first invaded by Mahmud of Ghazni in 1001 AD and he defeated the army of Raja Jayapala. Foreign Invaders in India: Mohammed Bin Qasim (712 AD), A lexander's Invasion (326 BC), Invasion of Nadir Shah (1739), Mahmud Ghazni Attacked India 17 times."
 Q.281. Between who among the following did the Battle of Chandawar take place? SSC CHSL 08/08/2023 (2nd shift) ,"['(a) Jaychand and Mahmood Gaznavi ', '(b) Jaychand and Muhammad Ghori ', '(c) Prithviraj III and Mahmood Gaznavi ', '(d) Prithviraj III and Muhammad Ghori ']",(b) Jaychand and Muhammad Ghori ,Sol.281.(b) Jaychand and Muhammad Ghori. Battle of Chandawar (1194) : Fought at - Chandawar (modern Firozabad). Jaychand (Gahadavala dynasty) was defeated and killed.
 Q.282. The famous Arabic scholar Al Biruni came into contact with India through _____ in the eleventh century A.D. SSC CGL 21/07/2023 (3rd shift) ,"['(a) Abdullah Shah Ghazi ', '(b) Mahmud Ghaznavi ', '(c) Al-Walid I ', '(d) Muhammad Bin Qasim ']",(b) Mahmud Ghaznavi ,"Sol.282.(b) Mahmud Ghaznavi (998- 1030 AD) attacked India 17 times between 1000 to 1027 AD. His Important Invasions in India : In 1018, he plundered the holy city of Mathura and also attacked Kanauj (ruler - Rajyapala); In 1025 he attacked Somnath. Al-Biruni’s Books : Kitab-ul-Hind and Tahkik-e- Hind."
 Q.283. When did the Mongol ruler Genghis Khan die? SSC CGL 02/12/2022 (3rd Shift) ,"['(a) 1219 ', '(b) 1210 ', '(c) 1235 ', '(d) 1227 ']",(d) 1227 ,Sol.283.(d) 1227. Genghis Khan (1162 – 1227 ) was the founder and first Great Khan of the Mongol Empire. He invaded India during the reign of Iltumish (3rd ruler of Mamluk dynasty). The Mongol Empire launched several invasions into the Indian subcontinent from 1221 to 1327.
 Q.284. Who a mong the following was t he best-known Chahamana ruler? SSC CGL 05/12/2022 (4th Shift) ,"['(a) Prithviraja III ', '(b) Vigraharaja II ', '(c) Prithviraja l ', '(d) Vasudeva ']",(a) Prithviraja III ,"Sol.284.(a) Prithviraj III (1168-1192). He defeated Sultan Muhammad Ghori in 1191 (first Battle of Tarain), But he was defeated by Ghori in 1192 (second Battle of Tarain). Vigraharaja II {(971-998), Chahamana dynasty}. Prithviraj I {(1090 -1110), Chahamana dynasty}. Vasudeva {(73 BCE to 28 BCE), founder of Kanvas dynasty}."
 Q.285. In which year did the Mongols under Genghis Khan invade Transoxiana in North-East Iran? SSC MTS 07/07/2022 (Evening) ,"['(a) 1219 ', '(b) 1208 ', '(c) 1213 ', '(d) 1205 ']",(a) 1219 ,"Sol.285.(a) 1219. The Mongol conquest of Persia comprised three Mongol campaigns against Islamic states in the Middle East and Central Asia between 1219 and 1256. The Mongols had invaded the Delhi Sultanate a number of times, including in 1241, 1245, 1257, and 1285."
 Q.286. Zoroaster was a/an ______ prophet. SSC MTS 19/07/2022 (Evening) ,"['(a) Indian ', '(b) Chinese ', '(c) British ', '(d) Iranian ']",(d) Iranian ,"Sol.286.(d) Iranian . Avesta, also called Zend-avesta, sacred book of Zoroastrianism containing its cosmogony, law, and liturgy, the teachings of the prophet Zoroaster (Zarathushtra)."
 Q.287. Who among the following built the first European fort in India in the year 1503 ? SSC MTS 11/10/2021(Morning) ,"['(a) Dutch ', '(b) British ', '(c) French ', '(d) Portuguese ']",(d) Portuguese ,"Sol.287.(d) Portuguese . Fort Emmanuel was built in 1503 by the Portuguese. Situated at Fort Kochi, it was once a symbol of the alliance between the ruler of Kochi and the monarch of Portugal. Delhi Sultanate"
 Q.288. The office of Diwan-i-Insha dealt with which affair in administration? SSC CPO 03/10/2023 (Afternoon) ,"['(a) Military ', '(b) Religious affairs ', '(c) Finance ', '(d) State correspondence ']",(d) State correspondence ,"Sol.288.(d) State correspondence. Delhi Sultanate Administration : Diwan -i-Wizarat (Department of Revenue and Finance), Diwan-i-Arz (Department of Military), Diwan-i-Risalat (Department of Religious affairs), Diwan-i-bandagan (Department of slaves), Diwan-i-Khairat (Charity department), Diwan-i-mustakhraj (to realise arrears), Diwan- i-kohi (Department of agriculture)."
 Q.289. Who was the Sultan of Delhi at the time of the establishment of Vijayanagara Empire? SSC CHSL 10/08/2023 (3rd shift) ,"['(a) Nasiruddin Mahmud ', '(b) Iltutmish ', '(c) Mohammad bin Tughlaq ', '(d) Alauddin Khilji ']",(c) Mohammad bin Tughlaq ,"Sol.289.(c) Mohammad bin Tughlaq . Vijaynagar Empire: Established - 1336 by Harihara and Bukka. Capital - Hampi. T he Empire stretched from Krishna river in the north to extreme south of the peninsula. Dynasties with first and last rulers - Sangama Dynasty (Harihara I, Rajasekhara), Saluva Dynasty (Saluva Narasimha, Sadasiva), Tuluva Dynasty (Rama, Venkata), Aravidu Dynasty (Tirumala Raya, Sriranga III)."
 Q.290. Which of t he following systems of the Delhi sultanate had a influence on the Bahmani and Vijayanagar kingdoms? SSC CGL 17/07/2023 (2nd shift) ,"['(a) Walis ', '(b) Chahalgani ', '(c) Bitikchi ', '(d) Iqtadari ']",(d) Iqtadari ,"Sol.290.(d) Iqtadari System:- Introduced by Shamsuddin IIltutmish (3rd Sultan of Delhi). Provision - Under this system, the land of the empire was divided into several large and small tracts called Iqta and assigned these Iqtas to his soldiers, officers and nobles. Administrative Terms used in Sultanate Period : Dabir (Secretary), Faujdar (Commander of army), Sipahsalar (Commander), Amil (Revenue officer), Diwan (Office: the central secretariat)."
 Q.291. Who among the following was the head of the Diwan-i-Insha department under the Delhi sultanate? SSC CGL 26/07/2023 (2nd shift) ,"['(a) Dabir-i-Khas ', '(b) Barid-i-Mumalik ', '(c) Amir-i-Dad ', '(d) Wakil-i-Dar ']",(a) Dabir-i-Khas ,Sol.291.(a) Dabir-i-Khas. Diwan -i-Bandagan - A slave department. Diwan-i-kohi - Agricultural department. Diwan-i-Mustakhraj - Arrears department. Barid-i-Mumalik - Head of the information and intelligence department. Amir-i-Dad - The law officer. Wakil-i-Dar - Controller of the royal household.
