question,options,answer,solution
" Q.128. The Indian parliament has power to impose restrictions on trade, commerce and intercourse through which Article of the Indian constitution? SSC CHSL 15/03/2023 (2nd Shift) ","['(a) 304 ', '(b) 300 A ', '(c) 303 ', '(d) 302 ']",(d) 302 ,"Sol.128.(d) Article 302. Part XIII (Article 301-307) - Trade, C ommerce and Intercourse within the Territory of India. Article 304: Restrictions on trade, commerce and intercourse among States. Article 303: Restrictions on the legislative powers of t he Union and of t he States with regard to trade and commerce. Article 300A: Persons not to be deprived of property save by authority of law."
" Q.129. Which Article of the Indian constitution states that ""Governor has power to promulgate ordinances during recess of legislature""? SSC CHSL 15/03/2023 (4th Shift) ","['(a) 212 ', '(b) 214 ', '(c) 213 ', '(d) 210 ']",(c) 213 ,Sol.129.(c) Article 213. The governor can promulgate an ordinance when the state legislature is not in session. These ordinances should be approved by the state government within 6 weeks from its re-coordination. Article 210 - Language to be used in the Legislature. Article 212 - Courts not to inquire into proceedings of the Legislature. Article 214 - High Courts for States.
 Q.130. Part V chapter II of the Indian constitution does not include which of the following provisions? SSC CHSL 20/03/2023 (1st Shift) ,"['(a) Joint sitting of both house of Parliament in certain cases ', '(b) Power of President to promulgate Ordinances during recess of Parliament ', '(c) Language to be used in Parliament ', '(d) Restriction on discussion in Parliament ']",(b) Power of President to promulgate Ordinances during recess of Parliament ,"Sol.130.(b) Constitution of I ndia, Chapter II, Parliament (Article 79 - 88) : Article 79 - Constitution of Parliament, Article 80 - Composition of the Council of States, Article 82 - Readjustment after each c ensus, Article 83 - Duration of Houses of Parliament, Article 84 - Qualification for membership of Parliament, Article 86 - Right of President to address and send messages to Houses, Article 87 - Special address by the President, Article 88 - Rights of Ministers and Attorney-General as respects Houses."
 Q.131. Article 243K of the Indian constitution is related with which of the following ? SSC CHSL 20/03/2023 (3rd Shift) ,"['(a) Durations of panchayat, etc. ', '(b) Grounds of disqualification from membership of Panchayat. ', '(c) Reservation of seats in Panchayat. ', '(d) Election to the Panchayats. ']",(d) Election to the Panchayats. ,"Sol.131.(d) Election to the Panchayats. Panchayati Raj is a three-tiered administrative framework in India that focuses on rural development. The Panchayati Raj is a system of local self-government that is used to build districts, zones, and villages . Article - 243E: Duration of Panchayats. Article - 243D : Reservation of seats in Panchayat Article - 243F: Grounds of disqualification from membership of Panchayat."
" Q.132. Article 72 of the Indian constitution is related with the power of the ______to grant pardons, etc. and to suspend, remit or commute sentences in certain cases. SSC CHSL 21/03/2023 (1st Shift) ","['(a) Chief Minister ', '(b) Governor ', '(c) President ', '(d) Prime Minister ']",(c) President ,"Sol.132.(c) President. This pardoning power of the President is independent of the Judiciary. Article-52: There shall be a President of India. Article-60: Oath or affirmation by the President. Article 111 - Assent to bills. Article 123- Ordinance making power of the president. Emergency powers of the President: (three types) National Emergency (Article 352), President's Rule (Article 356), Financial Emergency (Article 360)."
 Q.133. Article 350A of the Indian constitution is related with______. SSC CHSL 21/03/2023 (3rd Shift) ,"['(a) Special officers for linguistic minorities ', '(b) Facilities for instruction in mother-tongue at primary stage ', '(c) Direction for development of the Hindi language ', '(d) Language to` be used in Supreme Court and High Courts of India ']",(b) Facilities for instruction in mother-tongue at primary stage ,"Sol.133.(b) Article - 350 : Language to be used in representations for redress of grievances. Article - 350B: Special Officer for linguistic minorities. Article- 351: Directive for development of the Hindi language. Article 348 (1)(a): All proceedings in the Supreme Court and in every High Court, shall be in English language."
 Q.134. Which Article of the Indian constitution is related with the special provision with respect to the States of Maharashtra and Gujarat? SSC CHSL 21/03/2023 (4th Shift) ,"['(a) Article 371 ', '(b) Article 386 ', '(c) Article 377 ', '(d) Article 380 ']",(a) Article 371 ,Sol.134.(a) Article 371.
 Q.135. Which part o f the Constitution of India consists of the idea of a Welfare State? SSC CGL Tier II (02/03/2023) ,"['(a) Directive Principles of State Policy ', '(b) Fundamental Duties ', '(c) Fundamental Rights ', '(d) Preamble ']",(a) Directive Principles of State Policy ,"Sol.135.(a) Directive Principles of State Policy is mentioned in Part IV, Article 36–51. Article 38 gives the idea of a Welfare State. The directive principles of state policy are borrowed from Ireland. Fundamental Duties (Part IV A, Article 51A). Fundamental Rights (Part III, Article 12-35). A preamble is an introductory statement in a document that explains the document's philosophy and objectives."
 Q.136. Article 148 of the Constitution of India provides for an independent office of the ________. SSC CGL Tier II (06/03/2023) ,"['(a) Attorney General of India ', '(b) President of India ', '(c) Comptroller and Auditor General of Indi ', '(d) Advocate General of the State ']",(c) Comptroller and Auditor General of Indi ,Sol.136.(c) Comptroller and Auditor General of India (Article 148) : Head of the Indian Audit and Accounts Department and bulwarks of the democratic system of government in India. Attorney General of India (Article 76) : Highest law officer of India. Advocate General of State (Article 165) : Highest law officer of State.
 Q.137. How many types of writs can be issued under Article 32 and 226 of the Constitution of India ? SSC CGL Tier II (06/03/2023) ,"['(a) Four ', '(b) Six ', '(c) Five ', '(d) Seven ']",(c) Five ,"Sol.137.(c) Five . Articles 32 (Heart and Soul of Indian Constitution) - Supreme Court has the authority to issue writs and Article 226 - High Court has the authority to issue a writ. Writs - Habeas corpus (to have the body of), Mandamus (We Command), Prohibition (to forbid), Certiorari (to be certified or to be informed) and Quo-warranto (By what authority or warrant)."
 Q.138. Which Article of the Constitution does India mention that business in Parliament shall be transacted in Hindi or English? SSC CGL 05/12/2022 (2nd Shift) ,"['(a) Article 120 ', '(b) Article 121 ', '(c) Article 122 ', '(d) Article 119 ']",(a) Article 120 ,Sol.138.(a) Article 120 . Article 121 - Restriction on discussion in Parliament. Article 122 - Courts not to inquire into proceedings of Parliament. Article 119 - Regulation by law of procedure in Parliament in relation to financial business.
 Q.139. Which Article of Indian constitution is related with the Special provisions with respect to the State of Sikkim? SSC CGL 13/12/2022 (1st Shift) ,"['(a) Article 371C ', '(b) Article 371 ', '(c) Article 371F ', '(d) Article 371A ']",(c) Article 371F ,"Sol.139.(c) 371 F - Sikkim (36th Amendment Act, 1975). Article 371 of the Constitution includes special provisions for 11 states (6 states of the Northeast). Article 371 - provisions for Maharashtra and Gujarat. Article 371 A - Nagaland (13 t h Amendment Act, 1962). 371 B - Assam (22 n d Amendment Act, 1969). 371 C - Manipur ( 27 t h Amendment Act, 1971). 371 D - Andhra Pradesh and Telangana (32 n d. Amendment Act, 1973). 371 E - To establish Central University in Andhra Pradesh. 371 G - Mizoram (53 r d. Amendment Act, 1986). 371 H - Arunachal P radesh (55 t h Amendment Act, 1986). 371 I - Goa."
 Q.140. Under which Article of the Constitution of India is the National Commission for Scheduled Castes established? SSC CPO 09/11/2022 (Evening) ,"['(a) Article 336 ', '(b) Article 338 ', '(c) Article 333 ', '(d) Article 335 ']",(b) Article 338 ,"Sol.140.(b) Article 338. By 89th Amendment, 2003 the erstwhile National Commission for SC and ST was r eplaced by two separate Commissions from the year 2004 : National Commission f or Scheduled Castes (NCSC) (Article - 338) and National Commission for Scheduled Tribes (NCST) (Article 338-A)."
 Q.141. Which Part of the Indian Constitution is known a s ‘Magna Carta of India’ ? SSC CPO 10/11/2022 (Morning) ,"['(a) Part III ', '(b) Part II ', '(c) Part VI ', '(d) Part IV ']",(a) Part III ,"Sol.141.(a) Part III ( T he Fundamental Rights, Articles 12-35). ‘Magna Carta’, the Charter of Rights issued by King John of England in 1215 was the first written document relating to the Fundamental R ights of citizens."
 Q.142. Which Article of the Constitution of India provides for the power to the President to convene a joint sitting of both the Houses of Parliament? SSC CPO 10/11/2022 (Afternoon) ,"['(a) Article 331 ', '(b) Article 105 ', '(c) Article 108 ', '(d) Article 85 ']",(c) Article 108 ,"Sol.142.(c) Article 108. Article 105 - Powers, privileges, etc. o f P arliament and its members."
 Q.143. Which Article of the Constitution of India deals with the Conduct of Business of the Government of a State? SSC CPO 10/11/2022 (Evening) ,"['(a) Article 165 ', '(b) Article 163 ', '(c) Article 166 ', '(d) Article 164 ']",(c) Article 166 ,"Sol.143.(c) Article-166. Article-163 (Council of Ministers to aid and advise Governor), Article-164 (Other provisions as to Ministers), Article-165 (Advocate - General for the State)."
 Q.144. Which Article of the Constitution of India deals with the appointment of ad-hoc judges? SSC CPO 11/11/2022 (Afternoon) ,"['(a) Article 126 ', '(b) Article 127 ', '(c) Article 128 ', '(d) Article 125 ']",(b) Article 127 ,Sol.144.(b) Article 127. Article 125: talks about the financial privileges and allowances that are defined for the judges of t he Supreme Court. Article 126: Appointment of acting Chief Justice of India. Article 128: Attendance of retired judges at sitting of the Supreme Court.
 Q.145. Which Article of the Constitution of India deals with the Sessions of the Parliament? SSC CPO 11/11/2022 (Evening) ,"['(a) Article 85 ', '(b) Article 89 ', '(c) Article 90 ', '(d) Article 101 ']",(a) Article 85 ,"Sol.145.(a) Article 85 - Sessions of Parliament, prorogation, and dissolution. A session is a period during which a House meets almost every day uninterruptedly to manage the business. Article 90 - Vacation and resignation of (and removal from) the office of Deputy Chairman. Article 101- Vacation of seats in Parliament."
" Q.146. Which chapter of the Constitution of India, discusses the Articles of Parliament ? SSC MTS 25/07/2022 (Morning) ","['(a) Chapter III ', '(b) Chapter I ', '(c) Chapter II ', '(d) Chapter IV ']",(c) Chapter II ,Sol.146.(c) Chapter II (79-122) . Part V - The Union of Indian Constitution Chapter II deals with the Articles of Parliament . Chapter I (The Executive; Articles 52 to 78); Chapter III: Legislative powers of t he President; Article 123); Chapter IV (The Union Judiciary; Articles 124 - 147). Chapter V (Comptroller and Auditor - General of India (CAG); Articles 148 to 151).
 Q.147. The Article of the Indian Constitution that deals with all the executive powers of the Governor is ____ SSC CHSL 24/05/2022 (Morning) ,"['(a) Article 150 ', '(b) Article 157 ', '(c) Article 154 ', '(d) Article 156 ']",(c) Article 154 ,Sol.147.(c) Article 154- Executive power of Governor. Article 150 - Form of accounts of the Union and of the States. Article 157 - Qualifications for appointment as Governor. Article 156 - Term of office of Governor.
 Q.148. Which Part of the Indian Constitution provides for the Union Public Service Commission? SSC CHSL 27/05/2022 (Afternoon) ,"['(a) Part X ', '(b) Part VIII ', '(c) Part XIV ', '(d) Part XVI ']",(c) Part XIV ,"Sol.148.(c) Part XIV. Union Public Service Commission (UPSC ) is an independent constitutional body. The provisions regarding the composition of UPSC, the appointment, and removal of its members, and the powers and functions of UPSC are provided in Part XIV of the Indian Constitution under Article 315 to Article 323. PART X: The Scheduled and Tribal areas. PART XVI: Special Provisions relating to certain classes. PART VIII: The Union Territories."
 Q.149. Which Articles of the Indian Constitution deal with the Union Executive ? S SC CHSL 27/05/2022 (Evening) ,"['(a) Articles 38 to 50 ', '(b) Articles 52 to 78 ', '(c) Articles 80 to 86 ', '(d) Articles 112 to 118 ']",(b) Articles 52 to 78 ,Sol.149.(b) Article 52 to 78 (Part V) . Articles 80 to 86 (Part V) deals with the general provisions of the Union Parliament. Articles 112 to 118 (Part V) deal with the legislative procedures of the Union Parliament.
 Q.150. Who termed Article 32 as the ‘heart and soul of the Constitution of India’? SSC CHSL 31/05/2022 (Afternoon) ,"['(a) MV Pylee ', '(b) BR Ambedkar ', '(c) Jawaharlal Nehru ', '(d) Sachchidananda Sinha ']",(b) BR Ambedkar ,Sol.150.(b) B.R. Ambedkar . Article 32 empowers Parliament to authorise any other court to issue these writs.
 Q.151. Which Article of the Indian Constitution states that “Supreme Court to be a court of Record”? SSC CHSL 25/05/2022 (Evening) ,"['(a) Article 135 ', '(b) Article 126 ', '(c) Article 129 ', '(d) Article 131 ']",(c) Article 129 ,"Sol.151.(c) Article 129 . Article 135- Jurisdiction and powers of the Federal Court under existing law to be exercisable by the Supreme Court. Article 126- Appointment of acting Chief Justice, Article 131- Original jurisdiction of the Supreme Court."
 Q.152. Which Article of the Indian Constitution deals with the definition of the Money Bill ? SSC CHSL 09/06/2022 (Afternoon) ,"['(a) Article 120 ', '(b) Article 100 ', '(c) Article 115 ', '(d) Article 110 ']",(d) Article 110 ,"Sol.152.(d) Article 110. Article 100: Voting in Houses, power of H ouses to act notwithstanding vacancies and quorum, Article 115: Supplementary, additional or excess grants, and Article 120: Language to be used in Parliament. Q.153 . ‘All minorities, whether based on religion or language, shall have the right to establish and administer educational institutions of their choice’. Which Article of the Constitution of India guarantees this right? SSC CHSL 10/06/2022 (Morning) (a) Article 25 (b) Article 28 (c) Article 36 (d) Article 30 Sol.153.(d) Article 30 . Article 36- Definition of state. Article 28- Freedom as to attendance at religious instruction or religious worship in certain educational institutions. Article 25 - Freedom of conscience and free profession, practice and propagation of religion."
 Q.154. Article ______ of the Constitution of India lays down the process for introducing changes in the Constitution. SSC CGL 18/04/2022 (Morning) ,"['(a) 342 ', '(b) 351 ', '(c) 374 ', '(d) 368 ']",(d) 368 ,Sol.154.(d) 368. The procedure of amendment in the constitution is laid down in Part XX (Article 368) of the Constitution of India. Article 342 deals with the provisions related to Scheduled Tribes. Article 351- Directive for development of the Hindi language. Article 374- Provisions as to Judges of the Federal Court and proceedings pending in the Federal Court.
 Q.155. Article ______ of the Indian Constitution states that ‘there shall be a Commission for the socially and educationally backward classes to be known as the National Commission for Backward Classes’. SSC CGL 19/04/2022 (Evening) ,"['(a) 124 A (1) ', '(b) 243S (1) ', '(c) 243Y (1) ', '(d) 338B (1) ']",(d) 338B (1) ,"Sol.155.(d) Article 338B (1). Article 243S(1) - There shall be constituted Wards Committees, consisting of one or more wards, within the territorial area of a Municipality having a population of three lakhs or more."
 Q.156. Which of the following Articles of the Constitution of India empowered the Parliament to provide by law for continued use of English for official purposes even after 25 January 1965? SSC MTS 07/10/2021 (Afternoon) ,"['(a) Article 348 (2) ', '(b) Article 348 (3) ', '(c) Article 343 (3) ', '(d) Article 343 (2) ']",(c) Article 343 (3) ,Sol.156.(c) Article 343 (3) .
" Q.157. In which year did the Indian Constituent Assembly adopt Article 370 of the Constitution of India, ensuring special status and internal autonomy for Jammu and Kashmir? SSC MTS 14/10/2021 (Afternoon) ","['(a) 1952 ', '(b) 1949 ', '(c) 1961 ', '(d) 1950 ']",(b) 1949 ,"Sol.157.(b) 1949 . On 6 August 2019, the Government of India revoked the special status, or autonomy, granted under Article 370 of the Indian Constitution to Jammu and Kashmir."
 Q.158. Which of the following Articles of the Constitution of India lays down t he duties and functions of the Union and State Public Service Commissions in India ? SSC MTS 20/10/2021 (Afternoon) ,"['(a) Article 312 ', '(b) Article 320 ', '(c) Article 308 ', '(d) Article 316 ']",(b) Article 320 ,"Sol.158.(b) Article 320. Article 312- All India Services. Articles (308 – 314) - Contain provisions with regard to All India Services, Central services and state services. Article - 316 - Appointment and term of office of members."
 Q.159. ' Police and Public Order' are State subjects under the ______ Schedule o f t he Constitution of India. SSC MTS 26/10/2021 (Evening) ,"['(a) 5th ', '(b) 9th ', '(c) 7th ', '(d) 12th ']",(c) 7th ,"Sol.159.(c) 7th. The Seventh Schedule t o the Constitution of India defines and specifies allocation of powers and functions between Union & States. It contains three lists; i.e. Union List (100 subjects), State List (61 items) and Concurrent List (52 items)."
 Q.160. Which of the following Articles of the Constitution of I ndia states that Hindi in Devanagari script shall be the official language of the Union? SSC MTS 27/10/2021 (Morning) ,"['(a) Article 343(2) ', '(b) Article 354(2) ', '(c) Article 343(1) ', '(d) Article 343(3) ']",(c) Article 343(1) ,Sol.160.(c) Article 343(1). Article 343(2) -The Constitution adopted in 1950 stipulated that English and Hindi would be used for the Union's official business for a period of fifteen years. Article 354 deals with the application of provisions related to the distribution of revenues while a Proclamation of Emergency is in operation.
 Q.161. Which of the following Articles of the Constitution of India deals with the duties and powers of the Comptroller and Auditor-General of India? SSC MTS 02/11/2021 (Evening) ,"['(a) Article 234 ', '(b) Article 149 ', '(c) Article 189 ', '(d) Article 354 ']",(b) Article 149 ,"Sol.161.(b) Article 149 . Article 234-""Appointments of p ersons other than district judges to the judicial service of a State shall be made by the Governor. Article 189-Voting in Houses, power of Houses to act n otwithstanding vacancies and quorum. Article 354- Application of provisions relating to the distribution of revenues while a Proclamation of Emergency."
 Q.162. W hich of the following Articles of the constitution of India provides for the creation of a GST Council? SSC CGL 16/08/2021 (Morning) ,"['(a) Article 246A ', '(b) Article 279A ', '(c) Article 269A ', '(d) Article 323A ']",(b) Article 279A ,"Sol.162.(b) Article 279A . It empowers the president to constitute a joint forum of the central and states namely, Goods and Services Tax Council. The GST Council is a constitutional body for making recommendations to the union and state government on issues related to Goods and Service Tax."
 Q.163. According to which of the following Articles of the Constitution of India shall a Money Bill NOT be introduced in the Council of States? SSC CGL 17/08/2021 (Afternoon) ,"['(a) Article 109 ', '(b) Article 354 ', '(c) Article 298 ', '(d) Article 193 ']",(a) Article 109 ,"Sol.163.(a) Article 109 . Rajya Sabha (Council of States), the upper house of the Parliament of India. A money bill is a specific type of financial legislation that exclusively deals with matters related to taxes, government revenues, or expenditures."
" Q.164. As per Article ______ of the Constitution of India, English is the official language for all the high courts in the country. SSC CGL 17/08/2021 (Evening) ","['(a) 329 (1) ', '(b) 336 (1) ', '(c) 315 (1) ', '(d) 348 (1) ']",(d) 348 (1) ,"Sol.164.(d) Article 348 (1) . 329(a) the validity of any law relating to the delimitation of constituencies or the allotment of seats to such constituencies, made or purporting to be made under Article 327 or Article 328, shall not be called in question in any court Q.165 Which of the following Articles of the Constitution of India defines for a separate secretarial staff for e ach H ouse of the Parliament? SSC CGL 18/08/2021 (Evening) (a) Article 98 (b) Article 123 (c) Article 155 (d) Article 34 Sol.165.(a) Article 98 . Article 123- Power of President to promulgate Ordinances during recess of Parliament. Article 155- Appointment of the Governor. Article 34- Restriction on rights conferred by third Part while martial law is in force in any area."
 Q.166. According to which of the following Articles of the Constitution of India shall a Money Bill not be introduced in a Legislative Council? SSC CGL 23/08/2021 (Morning) ,"['(a) Article 333 ', '(b) Article 198 ', '(c) Article 451 ', '(d) Article 189 ']",(b) Article 198 ,"Sol.166.(b) Article 198 . A money bill contains the imposition, abolition, remission, change, or regulation of any tax, according to the Constitution."
 Q.167. Which of the following Articles of the Constitution of I ndia states that there would be no tax levied or collected EXCEPT by the authority of law? SSC CGL 24/08/2021 (Evening) ,"['(a) Article 107 ', '(b) Article 123 ', '(c) Article 265 ', '(d) Article 301 ']",(c) Article 265 ,"Sol.167.(c) Article 265 . Article 107- Provisions as to introduction and passing of Bills. Article 123- Power of President to promulgate Ordinances during recess of Parliament. Article 301- Freedom of trade, commerce and intercourse."
" Q.168. In 1959, the Central Government of India undertook the governance in Kerala under______ of the Constitution of India. SSC CHSL 12/04/2021 (Evening) ","['(a) Article 356 ', '(b) Article 352 ', '(c) Article 360 ', '(d) Article 349 ']",(a) Article 356 ,Sol.168.(a) Article 356.
" Q.169. Which of the following Articles of the Constitution of India states that 'The President, or the Governor or Rajpramukh of a State, shall not be answerable to any court for the exercise and performance of the powers and duties of his office'? SSC CHSL 16/04/2021 (Evening) ","['(a) Article 396 ', '(b) Article 361 ', '(c) Article 384 ', '(d) Article 352 ']",(b) Article 361 ,Sol.169.(b) Article 361. Protection of President and Governors and Rajprakukhs.
" Q.170. Which of the given Articles of t he Constitution of India mentions the following? ""There shall be a council of Ministers with the Prime Minister at the head to aid and advise the President who shall in the exercise of his functions, act in accordance with such advice."" SSC CHSL 04/08/2021 (Afternoon) ","['(a) Article 71(1) ', '(b) Article 71(2) ', '(c) Article 74(1) ', '(d) Article 74(2) ']",(c) Article 74(1) ,"Sol.170.(c) Articles 74(1) . Article 74 (2) - The question if any, and if so what, advice was tendered by Ministers to the President shall not be inquired i nto in any court."
 Q.171. Which of the following Articles of the Constitution of India deals with the organisation of agriculture and animal husbandry ? SSC CHSL 05/08/2021 (Afternoon) ,"['(a) Article 84 ', '(b) Article 92 ', '(c) Article 29 ', '(d) Article 48 ']",(d) Article 48 ,Sol.171.(d) Article 48. Article 84- Qualification for membership of Parliament. Article 92- The Chairman or the Deputy Chairman not to preside while a resolution for h is removal from office i s under consideration.
 Q.172. Which of t he following subjects is covered in the Eleventh Schedule of the Constitution of India? SSC CPO 23/11/2020 (Evening) ,"['(a) Major forest produce ', '(b) Health and sanitation ', '(c) Large scale industries ', '(d) Police and public order ']",(b) Health and sanitation ,"Sol.172.(b) Health and sanitation. The 11th schedule of the Indian constitution was added in 1992 by the 73rd constitutional Amendment Act. This schedule contains 29 subjects. These include Rural electrification, Fisheries, drinking water, Fodder, Animal Husbandry, dairying and Poultry, Agriculture and Land Improvement."
 Q.173. Which of the following states is included in the sixth schedule of the Constitution of India? SSC CHSL 17/03/2020 (Morning) ,"['(a) Nagaland ', '(b) Manipur ', '(c) Mizoram ', '(d) Arunachal Pradesh ']",(c) Mizoram ,"Sol.173.(c) Mizoram . The Sixth Schedule consists of provisions for the administration of tribal areas in Assam, Meghalaya, Tripura and Mizoram, according to Article 244 of the Indian Constitution."
 Q.174. Which of the following Articles of the Constitution of India has a provision f or the Constitution of Legislatures in States? SSC CHSL 12/10/2020 (Afternoon) ,"['(a) 167 ', '(b) 168 ', '(c) 163 ', '(d) 165 ']",(b) 168 ,"Sol.174.(b) Article 168 of the Indian Constitution, there shall be a legislature in every State and it shall consist of the Governor. Article 167 casts on the Chief Minister the duty to keep the Governor informed of all decisions of the Council of Ministers in regard to administration and legislation. Article 163- T here shall be a Council of Ministers with the Chief Minister as the head to aid and advise the Governor in the exercise of his functions."
 Q.175. Under which Article of the Indian Constitution are special provisions provided to language spoken in a section of the population? SSC CGL 05/03/2020 (Evening) ,"['(a) Article 337 ', '(b) Article 357 ', '(c) Article 347 ', '(d) Article 374 ']",(c) Article 347 ,"Sol.175.(c) Article 347 Under part XVII, of the Indian constitution : Special Provision Relating to Language Spoken by a Section of the Population of a State."
 Q.176. Which of the following Articles is related to the Ancillary powers of the Supreme Court? SSC CGL 06/03/2020 (Evening) ,"['(a) Article 150 ', '(b) Article 143 ', '(c) Article 138 ', '(d) Article 140 ']",(d) Article 140 ,Sol.176.(d) Article 140 . Article 150- Form of a ccounts o f t he Union and of t he States. Article 143- Power of the President to consult the Supreme Court. Article 138- Enlargement of the jurisdiction of the Supreme Court.
 Q.177. Which of the following schedules of the Constitution of India has been INCORRECTLY matched with its content? SSC CGL 07/03/2020 (Afternoon) ,"['(a) Second Schedule - Languages ', '(b) First Schedule - The states and the union territories ', '(c) Third Schedule - Forms of oath or affirmations ', '(d) Fourth Schedule - Allocation of seats in the council of state ']",(a) Second Schedule - Languages ,"Sol.177.(a) The second schedule of the Indian constitution talks about t he salary and emoluments of the various posts such as president, vice president, chairman, deputy chairman, judges of supreme court and high court and many more. Whereas Languages have been mentioned in eight schedules. Amendments"
 Q.178. In which year did the 44th Amendment remove the right to property from the list of fundamental rights? SSC CPO 03/10/2023 (Evening) ,"['(a) 1978 ', '(b) 1975 ', '(c) 1973 ', '(d) 1981 ']",(a) 1978 ,Sol.178.(a) 1978. The right to property was listed under Article 31 before its deletion. At present the right to property is listed under Article 300A as a legal right.
 Q.179. Which among the following is INCORRECT about the salient features o f the 73rd Amendment Act ? SSC CPO 04/10/2023 (Afternoon) ,"['(a) The Act corresponds to Part III of the Constitution of India. ', '(b) The Act gives a Constitutional status to the Panchayati Raj Institutions. ', '(c) The Act has added the Eleventh Schedule to the Constitution of India. ', '(d) It contains 29 functional items of the Panchayats and deals with Article 243 to 243(O). ']",(a) The Act corresponds to Part III of the Constitution of India. ,"Sol.179.(a) Part III (Article 12 to 35) - It contains the provision regarding Fundamental Rights. The 73rd Amendment Act - It was e nacted in 1992 and came into force from April 1993. It added Part IX (Article 243-243O) to the constitution. It was enacted to implement the Directive Principles of State Policy under Article 40 on the recommendation of L.M. Singhvi Committee. Its provisions: Constitution of District Planning Committees, State Election Commissions to conduct all panchayat elections, Establishment of State Finance Commissions."
 Q.180. How many types of the amendment are mentioned by the Indian Constitution as per Article 368 ? SSC CPO 05/10/2023 (Morning) ,"['(a) Four ', '(b) Two ', '(c) Five ', '(d) Three ']",(b) Two ,"Sol.180.(b) Two. A rticle 368 (Part XX) - Power of parliament to amend the constitution and its procedures. Two types of amendments: The special Majority, and special majority of parliament along with the ratification of half of t he state's legislatures by a simple majority. The procedure of amending the constitution has been adopted from the constitution of South Africa."
" Q.181. Which of the following fundamental duties was added to the Indian Constitution by the 86 th Constitutional Amendment Act, 2002? SSC MTS 14/09/2023 (1st Shift) ","['(a) To abide by the Constitution and respect its ideals and institutions, the National Flag and the National Anthem ', '(b) To protect and to improve the natural environment including forests, lakes, rivers and wildlife, and to have compassion for living creatures ', '(c) To provide opportunities for education to his/her child or, as the case may be, ward between the age of six and fourteen years ', '(d) To cherish and follow the noble ideals which inspired our national struggle for freedom ']","(c) To provide opportunities for education to his/her child or, as the case may be, ward between the age of six and fourteen years ","Sol.181.(c) Fundamental Duties (Article 51-A): These were incorporated in Part IV-A of the Constitution by the 42 nd Constitutional Amendment Act, 1976 on the recommendations of the Swaran Singh Committee. Originally 10 in number, 11th duty was added through the 86th Constitutional A mendment Act, 2002."
" Q.182. The Unlawful Activities (Prevention) Act, which provides for the more effective prevention of certain unlawful activities of individuals and associations dealing with terrorist activities, was first put i nto effect in India in the year. SSC CHSL 04/08/2023 (4th shift) ","['(a) 1991 ', '(b) 1967 ', '(c) 2014 ', '(d) 1947 ']",(b) 1967 ,"Sol.182.(b) 1967. Unlawful Activities (Prevention) Act - Its main objective is dealing with activities directed against the integrity and sovereignty of India. It assigns absolute power to the central government and provides for death penalty and life imprisonment of c ulprits. Related acts - Armed Forces Special Powers Act (AFSPA) 1958; Prevention of Terrorism Act, 2002; The National Investigation Agency Act, 2008; The Anti-Hijacking Act, 2016."
 Q.183. Which of the following principles was added by the 42nd Constitutional Amendment in the Indian Constitution? SSC CHSL 11/08/2023 (1st shift) ,"['(a) The State shall provide free and compulsory education ', '(b) To organise agriculture and animal husbandry on modern and scientific lines ', '(c) To protect and improve the environment and to safeguard forests and wildlife ', ""(d) Reservation of SC's and ST's in services ""]",(c) To protect and improve the environment and to safeguard forests and wildlife ,"Sol.183.(c) 42nd Amendment Act,1976 (‘Mini Constitution’): Added three new words (socialist, secular and integrity) in the Preamble . Seventh Schedule - Shifted 5 subjects from the state list to the concurrent list. Fundamental Duties - Article 51A was added. Added three new Directive Principles (equal justice and free legal aid, the participation of workers in the management of i ndustries and protection o f the environment, forests, and wildlife). Part XIV-A - Articles 323A and 323B for Tribunals were added."
" Q.184. The Family Courts (Amendment) Act 2022 has amended the Family Courts Act, 1984. The Act allows ________ to establish Family Courts. SSC CHSL 11/08/2023 (2nd shift) ","['(a) District Courts ', '(b) State Governments ', '(c) Union Government ', '(d) District Collector ']",(b) State Governments ,Sol.184.(b) State Governments. Purpose of establishment of family court - To promote conciliation and secure speedy settlement of disputes relating to marriage and family affairs and for related matters. This bill was passed by Lok Sabha on 26th July 2022. This bill has granted statutory cover to already established family courts in Himachal Pradesh and Nagaland.
" Q.185. In August 2021, Ram N ath Kovind granted assent to which Constitution Amendment Act empowering states and UTs to identify and specify Socially and Educationally Backward Classes? SSC CHSL 14/08/2023 (1st shift) ","['(a) 105th ', '(b) 104th ', '(c) 103rd ', '(d) 102nd ']",(a) 105th ,Sol.185.(a) 105th. Reservation in India: Other Backward Class (OBCs) were included in the ambit of reservation in 1991 on the recommendations of the Mandal Commission. It recommended a 27% reservation quota for OBC. Constitutional Provisions: Part XVI deals with reservation of SC and ST in Central and State legislatures. Article 338 - National Commission for S cheduled Castes. Article 338A - National Commission for Scheduled Tribes. Article 338B - National Commission for Backward Classes. 342A - Socially and educationally backward classes.
