question,options,answer,solution
 Q.55. Ghurehi is the folk dance of which of the following Indian states? SSC CHSL 10/08/2023 (3rd shift) ,"['(a) West Bengal ', '(b) Himachal Pradesh ', '(c) Karnataka ', '(d) Jharkhand ']",(b) Himachal Pradesh ,"Sol.55.(b) Himachal Pradesh. Ghurehi Dance - Performed by Ladies of C hamba Region, during the annual fairs. It is a devotional dance form, dedicated to Lord Shiva and performed during Shivratri festival."
 Q.56. Kamsale is the folk dance of w hich of the following Indian states ? SSC CHSL 11/08/2023 (3rd shift) ,"['(a) Jharkhand ', '(b) Karnataka ', '(c) Kerala ', '(d) Bihar ']",(b) Karnataka ,"Sol.56.(b) Karnataka. Kamsale dance (Beesu Kamsale) - A unique folk art performed by the devotees of God Mahadeshwara. It also refers to a brass made musical instrument. It is a group dance form performed by the menfolk in villages in the Mysore, Nanjangud, Kollegala and Bangalore areas. Other folk dances - Dollu Kunitha, Bolak-aat (Bolak Dance), Bhootha Aradhane, Nagamandala Dance, Veeragase, Yakshagana."
 Q.57. Which of the following erstwhile Princely states was primarily associated with Kathak? SSC CHSL 17/08/2023 (2nd shift) ,"['(a) Tripura ', '(b) Avadh ', '(c) Baroda ', '(d) Vijaynagar ']",(b) Avadh ,"Sol.57.(b) Avadh. Kathak (Uttar Pradesh) - It was performed under the Mughal emperors. Exponents - Pandit Birju Maharaj, Shovna Narayan, Shambhu Maharaj, Lachhu Maharaj. Other dances of Uttar Pradesh: Charkula, Khyal, Raslila, Nautanki Dance, Kajri. Tripura - Hojagiri, Garia, Jhum, Bijhu, Sangrai, Lebang boomani."
 Q.58. The Pakhawaj s yllables are primarily used to conclude which of the following Indian classical dances? SSC CHSL 17/08/2023 (4th shift) ,"['(a) Manipuri ', '(b) Kathak ', '(c) Odissi ', '(d) Kathakali ']",(c) Odissi ,"Sol.58.(c) Odissi. The ""Mangalacharan,"" a concluding prayer or benediction, is often recited using Pakhawaj bols, creating a powerful and symbolic ending."
 Q.59. Bharatanatyam expresses South Indian religious themes and spiritual ideas of ______. SSC CGL 14/07/2023 (1st shift) ,"['(a) Sufism ', '(b) Shaivism ', '(c) Buddhism ', '(d) Jainism ']",(b) Shaivism ,"Sol.59.(b) Shaivism - A Hindu tradition (which worships Shiva) that most accepts ascetic life and emphasises yoga. The followers of Shaivism are called Shaivas or Shaivites. Bharatnatyam (Tamil Nadu) : It traces its origins back to the Natyashastra, an ancient treatise on theatre written by the mythic priest Bharata."
 Q.60. Daskathia of ________ is the tribal dance performed by two males depicting the historic and Puranic events. SSC CGL 14/07/2023 (2nd shift) ,"['(a) Uttar Pradesh ', '(b) Gujarat ', '(c) Goa ', '(d) Odisha ']",(d) Odisha ,"Sol.60.(d) Odisha. Daskathia (Folk theatre form, associated with the worship of Lord Shiva). Some Folk theatre form:- Bhavai (Rajasthan), Garodas (Gujarat), Jatra (Odisha), Kariyila (Himachal Pradesh), Maach (Madhya Pradesh), Swang (Haryana), Ojapali (Assam), Powada (Maharashtra), Tamasha (Maharashtra), Bhand Pather (Jammu and Kashmir), Bhaona (Assam), Dashavatar (Konkan area), Naqal (Punjab)."
 Q.61. Which of the following dances is performed by the Santhal tribe of Jharkhand? SSC CGL 14/07/2023 (4th shift) ,"['(a) Jhika Dasain ', '(b) Kolkali ', '(c) Ghumar ', '(d) Koli ']",(a) Jhika Dasain ,"Sol.61.(a) Jhika Dashain. It is performed a few days before Dussehra. Folk dance - Jharkhand : Alkap, Karma, Agni, Jhumar, Paika, Phagua."
 Q.62. Changai dance is associated with which Indian state? SSC CGL 17/07/2023 (2nd shift) ,"['(a) Madhya Pradesh ', '(b) Maharashtra ', '(c) Nagaland ', '(d) Jharkhand ']",(c) Nagaland ,"Sol.62.(c) Nagaland. Changai Dance: Performed by the Chang tribe during the Naknyulum festival, which lasts for t hree days. Folk Dances of Nagaland: Aaluyattu (Konyak tribe), Agurshikukula (war dance), Butterfly Dance (Zeliang tribe), Khamba Lim, Kuki Dance, Leshalaptu, Mayur Dance (Animal dance). Modse (Ao tribe), Monyu Asho, Sadal Kekai (Kuki tribe), Seecha & Kukui Kucho (Angami tribe), Rengma."
 Q.63. ‘ Alarippu' is a dance piece from which of the following classical dances of India? SSC CGL 18/07/2023 (2nd shift) ,"['(a) Bharatanatyam ', '(b) Kathakali ', '(c) Odissi ', '(d) Kathak ']",(a) Bharatanatyam ,Sol.63.(a) Bharatanatyam. The word Alarippu means “a fl owering b ud.” It is an invocatory piece meaning it is performed before a dancer begins a whole performance.
 Q.64. Thabal Chongba is a folk dance of which Indian state ? SSC CGL 18/07/2023 (3rd shift) ,"['(a) Goa ', '(b) Mizoram ', '(c) Manipur ', '(d) West Bengal ']",(c) Manipur ,"Sol.64.(c) Manipur. Folk dances : Manipur - Rasa lila, Gaura Lila, Pung Cholom. Goa - Ghode Modni, Dhangar Dance, Goff Talgadi, Shigmo and Mussel khel."
 Q.65. The Raigarh Gharana is associated with which of the following dance forms? SSC CGL 19/07/2023 (3rd shift) ,"['(a) Odissi ', '(b) Kathakali ', '(c) Kathak ', '(d) Manipuri ']",(c) Kathak ,Sol.65.(c) Kathak: Raigarh Gharana - Developed under the patronage of Raja Chakradhar Singh.
 Q.66. 'Kalasam' is a dance sequence in which of the following classical dances of India ? SSC CGL 20/07/2023 (3rd shift) ,"['(a) Kathak ', '(b) Kathakali ', '(c) Bharatanatyam ', '(d) Manipuri ']",(b) Kathakali ,"Sol.66.(b) Kathakali ( Kerala). The text of Kathakali songs known as Attakkatha. Major instruments used in Kathakali music - Chenda, Maddalam, Chengila and Elathalam."
 Q.67. How many main styles of Chhau folk dance exist? SSC CGL 21/07/2023 (1st shift) ,"['(a) 7 ', '(b) 3 ', '(c) 9 ', '(d) 5 ']",(b) 3 ,"Sol.67.(b) 3. Chhau - A classical Indian dance with martial, tribal and folk traditions, with origins in eastern India. Types of Chhau dance forms - Saraikela (Jharkhand), Mayurbhanj (Orissa) and Purulia (West Bengal). The dance was inscribed in the UNESCO’s Representative List of the Intangible Cultural Heritage of Humanity in 2010."
 Q.68. Kalakshetra style is associated with which Indian classical dance form? SSC CGL 21/07/2023 (2nd shift) ,"['(a) Odissi ', '(b) Kathak ', '(c) Kuchipudi ', '(d) Bharatanatyam ']",(d) Bharatanatyam ,"Sol.68.(d) Bharatanatyam. This style was d eveloped by Rukmini Devi Arundale, the founder of Kalakshetra, and is known for its emphasis on pure lines, precise geometry, and emotive storytelling."
 Q.69. 'Vazhuvoor ' is one of the styles in which Indian classical dance forms? SSC CGL 24/07/2023 (4th shift) ,"['(a) Kathak ', '(b) Bharatanatyam ', '(c) Kathakali ', '(d) Mohiniyattam ']",(b) Bharatanatyam ,"Sol.69.(b) Bharatanatyam. Other dance forms of Bharatanatyam: Melattur and Pandanallur. Kuchipudi - Pure dance ( Nritta) and Expressive dance (Nritya), Storytelling through dance (Natya)."
" Q.70. Kathak is found in three distinct forms, called 'gharanas', named after the cities where the Kathak dance tradition evolved. Name those three cities. SSC CGL 26/07/2023 (1st shift) ","['(a) Jaipur, Benaras, Lucknow ', '(b) Prayagraj, Thiruvananthapuram, Surat ', '(c) Ayodhya, Prayagraj, Jaipur ', '(d) Banaras, Ayodhya, Lucknow ']","(a) Jaipur, Benaras, Lucknow ","Sol.70.(a) Jaipur, Benaras, Lucknow. Lucknow Gharana (Founded by Ishwari Prasad). Jaipur Gharana (founded by Bhanu Ji Maharaj). Banaras Gharana (Founded by Janakiprasad)."
 Q.71. Lai Haraoba is the earliest form of which of the following classical dances of India? SSC CGL 26/07/2023 (3rd shift) ,"['(a) Manipuri ', '(b) Mohiniyattam ', '(c) Sattriya ', '(d) Kathakali ']",(a) Manipuri ,"Sol.71.(a) Manipuri. Lai Haraoba - It is performed by the Meitei tribe of M anipur. Types of Haroba dances : Kanglei Haraoba, Chakpa Haraoba, Moirang Haraoba, Kakching Haraoba."
 Q.72. The 'Joenpa Legso' is a welcome dance of___________. SSC CGL 26/07/2023 (4th shift) ,"['(a) Afghanistan ', '(b) Bhutan ', '(c) Sri Lanka ', '(d) Bangladesh ']",(b) Bhutan ,"Sol.72.(b) Bhutan. Other Dances of Bhutan - Drametse NgaCham Dance, Pa Cham Dance, Zhungdra Dance, Boedra Dance. Dance forms of other countries : Afghanistan - Atan, Ishala and Natsa. Sri Lanka - Kandyan dance."
 Q.73. 'Mati-Akhora' is associated with which of the following classical dances of India? SSC CGL 27/07/2023 (2nd shift) ,"['(a) Odissi ', '(b) Kathakali ', '(c) Sattriya ', '(d) Kathak ']",(c) Sattriya ,"Sol.73.(c) Sattriya ( Assam). Mati-Akhora means exercise done on the ground. Sattriya’s one-act plays are called Ankiya Nat. It had its influences from folk dance forms like Ojapali, Devadasi, Bihu and Bodos etc. It is performed only by Bhokots (male monks) in monasteries and on stage by men and women, Mati Akhara (basic dance unit and exercise)."
" Q.74. The ""Nalacharitham"" play is associated with which Indian dance form? SSC CGL 27/07/2023 (3rd shift) ","['(a) Kathak ', '(b) Kathakali ', '(c) Sattriya ', '(d) Odissi ']",(b) Kathakali ,"Sol.74.(b) Kathakali (Kerala) . The story Nalacharitham is written by ""Unnai Warrier"". It is the romantic story of unlimited love between Nala and Damayanthi. There are 24 Basic Mudras (hand gestures) and a total of 470 different symbols used in this dance. Characters in this dance are broadly divided into satvika (noble characters like Krishna and Rama), rajasika (evil characters) and tamasika (beard characters). In Kathakali emphasis is given more on ""Aharya A bhinaya"", the use of costumes, ornaments and facial make-up"
 Q.75. Which of the following ritual dances is performed by the Kamar tribe of Madhya Pradesh? Graduate Level 28/06/2023 (Shift - 3) ,"['(a) Ghapal ', '(b) Munari ', '(c) Painka ', '(d) Terah tali ']",(d) Terah tali ,"Sol.75.(d) Terah tali . A small group of women dance together and start their performance by sitting on the ground. Other dances of Madhya Pradesh - Chatkora Dance (Korku Tribe), Bhagoria Dance - (Bhils), Bar Dance - (Kanwar tribe), Pardhoni Dance (Baiga tribe), Bardi Dance - (Gwal tribe), Goncho Dance - (Gond tribe). Tribes o f Madhya Pradesh - Gond, Bhil, Baiga, Korku, Bhariya, Halba, Kol, Mariya and Sahariya."
 Q.76. Moksha is an item of which of the following classical dance forms of India? Graduate Level 30/06/2023 (Shift - 1) ,"['(a) Odissi ', '(b) Sattriya ', '(c) Bharatanatyam ', '(d) Kathak ']",(a) Odissi ,"Sol.76.(a) Odissi. A classical Odissi performance consists of five different types of i tems: "" Mangalacharan "", a praise to a particular Divinity, to the stage and to the audience; "" Sthayee "" or "" Batu "" that introduces the techniques of Odissi Dance; "" Pallavi "" that creates a particular sentiment through abstract forms; "" Abhinaya "" that enacts a traditional story about the deeds of a specific God/ Goddess; "" Mokshya "" that transcends all the participants to a higher spiritual level."
 Q.77. Which of the following traditional dances is mainly performed during Navratri ? Higher Secondary 28/06/2023 (Shift - 2) ,"['(a) Ras leela ', '(b) Nati ', '(c) Dumhal ', '(d) Garba ']",(d) Garba ,"Sol.77.(d) Garba ( Gujarat). Other Navratri dances: Dandiya ( Rajasthan and Gujarat). Gujarat : - Siddi Dhamal (hunting dance), Padhar Dance (rituals dance). Rajasthan : Ghoomar (weddings and Festivals dance), Kalbeliya Dance, Chari Dance. Nati (Himachal Pradesh), Dumhal (Jammu and Kashmir)."
 Q.78. Which of the following classical dance forms is related to the worship of Lord Jagannath? Matric Level 27/06/2023 (Shift - 1) ,"['(a) Odissi ', '(b) Kathak ', '(c) Sattriya ', '(d) Bharatanatyam ']",(a) Odissi ,Sol.78.(a) Odissi. Kathak : North Indian dance. Worship of H indu god K rishna (or Shiva or Devi in some cases). Sattriya : Assam. Worship of L ord : Shiva N ataraja. Bharatanatyam (Oldest classical dances) : Tamil Nadu. Worship : Lord Shiva.
 Q.79. Which of the following classical dance forms begins with a drum playing performance called 'Kelikottu'? Matric Level 27/06/2023 (Shift - 2) ,"['(a) Bharatanatyam ', '(b) Odissi ( c) Kuchipudi (d) Kathakali Sol.79.(d) Kathakali (Kerala, classical dance) . The instruments used are - Chenda (Cylindrical drum), Madhalam (a long cylindrical drum), Chengila, Ilathalam ( Resembles miniature pair of cymbals), Idakka (drum) and Sankhu (conch). Kathakali music follows the traditional Sopana sangeet of Kerala.', '', '']",,
 Q.80. Karagam Folk Dance is associated with which state? SSC MTS 02/05/2023 (Morning) ,"['(a) Tamil Nadu ', '(b) Rajasthan ', '(c) Assam ', '(d) Haryana ']",(a) Tamil Nadu ,"Sol.80.(a) Tamil Nadu. Karagam dance - It is a folk dance with musical accompaniment, performed balancing a pot on the head. Dances of Tamil Nadu - Bharatanatyam, Kolattam, Karakattam, Kazhai Kothu, Devaraattam, Mayil Attam, Kummi, Oyilattam, Karagam."
" Q.81. Bhoota Kola, a spirit worship ritual dance is of which state? SSC MTS 02/05/2023 (Evening) ","['(a) Andhra Pradesh ', '(b) Tamil Nadu ', '(c) Kerala ', '(d) Karnataka ']",(d) Karnataka ,"Sol.81.(d) Karnataka. Andhra Pradesh - Kuchipudi (classical), Vilasini Natyam, Veera Natyam, Tappeta Gullu, Butta Bommalu. Kerala - Kathakali (classical), Mohiniyattam, Theyyam, Ottamthullal, Padayani."
 Q.82. Suggi is a famous folk dance form of _________ state of India SSC MTS 03/05/2023 (Morning) ,"['(a) Karnataka ', '(b) Chhattisgarh ', '(c) Punjab ', '(d) Sikkim ']",(a) Karnataka ,Sol.82.(a) Karnataka. Suggi - A dance performed a t the time of harvesting by the Halakki Vokkaliga tribe.
" Q.83. Which among the following dance forms was originally performed in the temples of Tamil Nadu, b y the Devadasis and therefore it is also known as Dasiattam ? SSC MTS 04/05/2023 (Morning) ","['(a) Kuchipudi ', '(b) Bharatnatyam ', '(c) Odissi ', '(d) Manipuri ']",(b) Bharatnatyam ,"Sol.83.(b) Bharatnatyam . Rukumini Devi was the first who raised the level of D asi Attam from being just a mere dance practised by devadasis. Dasi Attam, just like other classical dance forms, has generated from Natya Shastra. Dasi Attam is mainly an ancient dance form developed by the Dravidians."
 Q.84. Which folk dance of Rajasthan is also known as 'Sapera dance'? SSC MTS 04/05/2023 (Afternoon) ,"['(a) Gair ', '(b) Kalbelia ', '(c) Chari ', '(d) Ghoomar ']",(b) Kalbelia ,Sol.84.(b) Kalbelia dance (Snake Charmer Dance). It is mainly performed by the Kalbelia Community in Rajasthan. Chari dance is prominent in the Gujjar and Saini community in Rajasthan.
 Q.85. Nati is a folk dance of w hich o f t he following states? SSC MTS 04/05/2023 (Evening) ,"['(a) Himachal Pradesh ', '(b) Madhya Pradesh ', '(c) Arunachal Pradesh ', '(d) Andhra Pradesh ']",(a) Himachal Pradesh ,Sol.85.(a) Himachal Pradesh. Nati - It was listed in the Guinness Book of W orld Records as the largest folk dance in the world. It is known as Tandi in upper districts of Garhwal.
" Q.86. Jhijhiya is a famous folk dance of Bihar and is performed in the mythological town of Mithila. This dance is performed by women only. The whole Navaratri ""nine nights' festival is celebrated to worship the three forms of Lord ___________ . SSC MTS 09/05/2023 (Afternoon) ","['(a) Kali, Lakshmi, Durga ', '(b) Sita, Durga, Laxmi ', '(c) Lakshmi, Parvati, Saraswati. ', '(d) Sita, Kali, Parvati ']","(c) Lakshmi, Parvati, Saraswati. ","Sol.86.(c) Lakshmi, Parvati, Saraswati . Jhijhiya is a cultural folk dance of Mithila regions of Bihar and Madhesh province of Nepal. It is performed in the Hindu month of Ashwin (September/October). It has its own types of songs either in Maithili or Bhojpuri language."
 Q.87. Jagoi and cholom are the two main divisions in ________ dance. SSC MTS 10/05/2023 (Evening) ,"['(a) Kathakali ', '(b) Manipuri ', '(c) Bharatanatyam ', '(d) Kathak ']",(b) Manipuri ,"Sol.87.(b) Manipuri . Varieties of Manipuri forms of dance: Raas, Sankirtan, Dhola Cholam, Kartal Cholam, Pung Cholam (Dancers playing pung /drum while dancing), and Thang ta (martial art form)."
 Q.88. Kathakali took shape in Southern India in the seventeenth century under the patronage of the______. SSC MTS 11/05/2023 (Afternoon) ,"['(a) Prince of Tamil Nadu ', '(b) Prince of Bengal ', '(c) Prince of Karnataka ', '(d) Prince of Punjab ']",(c) Prince of Karnataka ,"Sol.88.(c) Prince of Karnataka . Kathakali (Kerala) - A classical Indian dance that originated in Kerala. Most of the stories for the play are taken from Hindu epics like “Bhagavata Purana”, “Mahabharata” and “Ramayana’”. The term Kathakali is derived from Katha (conversation or traditional story) and Kali (performance)."
 Q.89. Sangphao tribal dance is performed in which of the following states? SSC MTS 11/05/2023 (Evening) ,"['(a) Gujarat ', '(b) Rajasthan ', '(c) West Bengal ', '(d) Arunachal Pradesh ']",(d) Arunachal Pradesh ,"Sol.89.(d) Arunachal Pradesh. Popular folk dances: Arunachal Pradesh - Aji Lhamu, Roppi, Hurkani, Ponung, Lion and Peacock dance, Hurkani, Buiya, Chalo, Rekham Pada, Popir and Wancho."
 Q.90. ‘ C harkula’ is a famous dance form associated with which of the following states? SSC MTS 15/05/2023 (Afternoon) ,"['(a) Tamil Nadu ', '(b) Tripura ', '(c) Uttar Pradesh ', '(d) Andhra Pradesh ']",(c) Uttar Pradesh ,"Sol.90.(c) Uttar Pradesh (Braj region). Uttar Pradesh - Raslila, Kathak, Ramlila, Khyal, Nautanki, Dadra, and Kajri Dance. Tripura - Hojagiri."
 Q.91. Which among the following is a dance performed by the devotees during the ceremonial worship of Murugan the Hindu God of war? SSC MTS 16/05/2023 (Morning) ,"['(a) Mayilattam ', '(b) Yaksha ', '(c) Kavadi attam ', '(d) Kummi ']",(c) Kavadi attam ,Sol.91.(c) Kavadi attam (Burden Dance) - part of Thaipusam festival and is celebrated in Tamil Nadu. Yakshagana (song of the yaksha) - celebrated in Karnataka. It has originated as a product of the Vaishnava bhakti movement. Kummi - celebrated in Tamil Nadu and Kerala. Mayilattam - performed in the Hindu temples of Tamil Nadu in reverence to Lord Subrahmanya.
 Q.92. Predominant theme of Manipuri dance is __________. SSC MTS 19/05/2023 (Morning) ,"['(a) devotion ', '(b) warfare ', '(c) patriotism ', '(d) bravery ']",(a) devotion ,"Sol.92.(a) Devotion. Manipuri dance is based on Vaishnavism and spectacular execution of Ras-Lila, dance dramas based on the love between Radha and Krishna."
 Q.93. _______ poses are depicted on the gopurams of the Chidambaram temple (Tamil Nadu). SSC MTS 13/06/2023 (Afternoon) ,"['(a) Bharatnatyam ', '(b) Kathak ', '(c) Kathakali ', '(d) Mohiniyattam ']",(a) Bharatnatyam ,Sol.93.(a) Bharatnatyam. It is a classical dance of Tamil Nadu. Chidambaram temple (Tamil Nadu) : Dedicated to the Nataraja form of lord Shiva. It was Built in the Dravidian style of temple architecture in the 10th century during Chola's rule.
 Q.94. Kuchipudi dance is accompanied by which type of music? SSC MTS 14/06/2023 (Evening) ,"['(a) Fusion ', '(b) Carnatic ', '(c) Jazz ', '(d) Hindustani ']",(b) Carnatic ,"Sol.94.(b) Carnatic. I t originated in South India. ‘Father of Carnatic Music’ - Saint Purandara Dasa. Three essential elements of Carnatic music are Shruti, Raga and Tala."
" Q.95. After recovering from an infectious illness, often smallpox, Brita dance is typically performed to thank the local deity. It is one of the most well-known dances of ________. SSC MTS 16/06/2023 (Afternoon) ","['(a) West Bengal ', '(b) Bihar ', '(c) Uttar Pradesh ', '(d) Jharkhand ']",(a) West Bengal ,Sol.95.(a) West Bengal.
 Q.96. Which Indian classical dance is distinguished by elaborate colourful makeup and unique masks depicting the ancient martial art practised in t he state of Kerala ? SSC MTS 19/06/2023 (Afternoon) ,"['(a) Kuchipudi ', '(b) Mohiniyattam ', '(c) Odissi ', '(d) Kathakali ']",(d) Kathakali ,Sol.96.(d) Kathakali. Vedantam Lakshminarayana Sastri played a major role in reviving and reconstructing Kuchipudi.
 Q.97. Hai - Hak Dance is associated with which state? SSC MTS 20/06/2023 (Morning) ,"['(a) Sikkim ', '(b) Andhra Pradesh ', '(c) Tripura ', '(d) Rajasthan ']",(c) Tripura ,"Sol.97.(c) Tripura. Other dances of Tripura - Garia, Hojagiri, Sangrai, Mamita, Lebang Boomani."
 Q.98. Which of the following dance is particular to the women of the Kamad tribe ? SSC MTS 20/06/2023 (Afternoon) ,"['(a) Bhutia dance ', '(b) Mask dance ', '(c) Garai dance ', '(d) Teratali dance ']",(d) Teratali dance ,"Sol.98.(d) Teratali dance - This folk dance originated from Rajasthan and involves the use of pots and a sword. This folk dance is usually performed during festive and auspicious occasions such as a marriage. Dance and Community - Gair (Bhil), Valar ( Garasiya), Chakri (Kanjar). Bhutia dance - Sikkim, Garai dance -Tripura."
 Q.99. The Zo - Mal - Lok folk dance is associated with which community? SSC MTS 20/06/2023 (Evening) ,"['(a) Chaimal community ', '(b) Jamatia community ', '(c) Lushai community ', '(d) Lepcha community ']",(d) Lepcha community ,"Sol.99.(d) Lepcha community. Zo Mal Lok dance (Sikkim) - It portrays the sowing, reaping and harvesting of p addy. Dances performed by the Lepcha community - Chu Faat, Damsang-Lyang, Kinchum-Chu-Bomsa. Jamatias are fond of their traditional folk culture like Drama, Garia festival and other common dances of Kok-Borok speaking tribes. Lushai community (Tripura) - Cheraw Dance or Bamboo dance."
" Q.100. ______ a 500-year-old dance form, is an Indian Classical dance that developed from the Vaishnavite monasteries of Assam. SSC CHSL 13/03/2023 (4th Shift) ","['(a) Kuchipudi ', '(b) Bharatnatyam ', '(c) Sattriya ', '(d) Mohiniattam ']",(c) Sattriya ,Sol.100.(c) Sattriya. Bharatanatyam (Tamil Nadu) : An ekaharya dance genre in which a single dancer represents numerous roles in a single performance; Most crucial text - Nandikesvara’s Abhinaya Darpana. Kuchipudi (Andhra Pradesh) : Its general moniker was yakshagana developed in the 17th century by Siddhendra Yogi; Performed in groups because it is a dance play.
 Q.101. dance is introverted and restrained compared to most other dances of India - the artist never establishes eye contact with the audience. SSC CHSL 20/03/2023 (1st Shift) ,"['(a) Kathakali ', '(b) Manipuri ', '(c) Kuchipudi ', '(d) Bharatnatyam ']",(b) Manipuri ,"Sol.101.(b) Manipuri. The dance in Manipur is associated with rituals and traditional festivals, there are legendary references to the dances of Shiva and Parvati and other gods and goddesses who created the universe."
 Q.102. Which of the following dance forms is associated with the state of Arunachal Pradesh? SSC CGL 02/12/2022 (1st Shift) ,"['(a) Panwariya ', '(b) Dhaman ', '(c) Buiya ', '(d) Garba ']",(c) Buiya ,"Sol.102.(c) Buiya performed by the Digaru Mishmi tribe. This dance is performed in multiple festivals like Tazampu, Duiya, and Tanuya. Other dances of Arunachal Pradesh include Chalo dance (Nocte tribe), Oriah Dance (Wancho tribe), Pasi Kongki (Adi Tribe), Ponung Dance (Adi Tribe), Popir Dance (Galo tribe), Bardo Chham (Sherdukpens community), etc."
 Q.103. Which of the following Indian classical dance forms uses various colours on face to symbolise the characters? SSC CGL 02/12/2022 (3rd Shift) ,"['(a) Odissi ', '(b) Kathakali ', '(c) Bharatanatyam ', '(d) Mohiniattam ']",(b) Kathakali ,"Sol.103.(b) Kathakali is famous for its intricate choreography and elaborate makeup and costumes. T he characters in a Kathakali performance are broadly divided into Satvika, Rajasika and Tamasika."
 Q.104. Which of the following dance forms is mentioned in the ancient text of Vyavahar Mala? SSC CGL 05/12/2022 (2nd Shift) ,"['(a) Sattriya ', '(b) Mohiniyattam ', '(c) Manipuri ', '(d) Odissi ']",(b) Mohiniyattam ,Sol.104.(b) Mohiniyattam (Kerala) - Dance of Mohini (an incarnation of Lord Vishnu) mentioned in the ancient text of Vyavaharmala (written in 1709 by Mazhamagalam Narayanan Namputiri) and in Ghoshayathra (written later by poet Kunjan Nambiar). Odissi (Odisha) - it incorporates two major postures - Tribhanga & Chowk.
 Q.105. ‘Nupa’ dance is associated with which Indian state? SSC CGL 07/12/2022 (2nd Shift) ,"['(a) Karnataka ', '(b) Manipur ', '(c) Jharkhand ', '(d) Tamil Nadu ']",(b) Manipur ,Sol.105.(b) Manipur . Nupa Pala (Kartal Cholom or Cymbal Dance) is a ramification of the Manipuri style of dance and music.
 Q.106. Ekaharya is the solo artist in which Indian classical dance form? SSC CGL 08/12/2022 (4th Shift) ,"['(a) Kathak ', '(b) Bharatanatyam ', '(c) Kuchipudi ', '(d) Mohiniyattam ']",(b) Bharatanatyam ,"Sol.106.(b) Bharatanatyam (Tamil nadu ) - includes three basic forms - Melattur, Pandanallur and the Vazhuvoor. Abhinaya - Facial expressions of Bharatanatyam. Mangalam - End of a dance. Thillana - final part of a recital. Aramandi – posture used in dance where the dancer sits all the way down."
" Q.107. Borgeet, a musical composition, is used in which of the following classical dances of India? SSC CGL 09/12/2022 (3rd Shift) ","['(a) Manipuri ', '(b) Kathak ', '(c) Sattriya ', '(d) Bharatanatyam ']",(c) Sattriya ,Sol.107.(c) Sattriya . It was composed by Srimanta Sankardeva and Madhavdeva in the 15 th. - 16 t h century.
 Q.108. The women of which tribe perform the traditional folk dance called Chakri? SSC CGL 09/12/2022 (4th Shift) ,"['(a) Kaul ', '(b) Kanjar ', '(c) Gond ', '(d) Bharia ']",(b) Kanjar ,"Sol.108.(b) Kanjar. It is performed exclusively by womenfolk in marriages and festivals. Kanjar tribe inhabited some parts of the Kota and Baran districts of Rajasthan. Gond tribe - Karma, Goncho Dance. Bharia tribe - Bharam, Setam, Saila, and Ahirai dance."
 Q.109. Mohiniyattam is associated with which Hindu God? SSC CPO 09/11/2022 (Morning) ,"['(a) Ganapati ', '(b) Brahma ', '(c) Vishnu ', '(d) Shiva ']",(c) Vishnu ,"Sol.109.(c) Vishnu. Mohiniattam (Kerala). It narrates the story of the dance of Mohini (female incarnation of Lord Vishnu). Kathakali (God Krishna), Bharatanatyam (Lord Shiva), Manipuri (Theme - Love Stories of Radha - Krishna), Kuchipudi ( God K rishna), Odissi (Hindu Gods Shiva and Surya) . Odissi dance is also associated with the love theme of Radha and Krishna."
 Q.110. Ghoomar dance form was developed by which of the following tribes to worship Goddess Saraswati? SSC CPO 09/11/2022 (Evening) ,"['(a) Gujjar ', '(b) Sahariya ', '(c) Gond ', '(d) Bhil ']",(d) Bhil ,"Sol.110.(d) Bhil. It is the largest tribal group in India as per 2011 Census. Bhil tribes are found in the states of Maharashtra, Chhattisgarh, Gujarat, Rajasthan, Madhya Pradesh, Tripura. Gond Tribe (Karma dance). Sahariya tribe (Lehngi dance). Gujjar Tribe (Chari dance)."
 Q.111. Which of the following is the main percussion instrument used in the performance of Mohiniyattam dance? SSC CPO 10/11/2022 (Morning) ,"['(a) Sitar ', '(b) Edakka ', '(c) Dhumsa ', '(d) Nagada ']",(b) Edakka ,"Sol.111.(b) Edakka. The musical instruments used in Mohiniyattam:- Mridangam or Madhalam (barrel drum), Idakka (hourglass drum), flute, Veena, and Kuzhitalam (cymbals). Nagadas are used in Punjabi and Rajasthani folk music. Dhumsa used in 'Seraikella Chhau' dance of Orissa and 'Purulia Chhau' dance of West Bengal."
 Q.112. Which folk dance represents a mock fight between Goddess Durga and Mahishasura? SSC CPO 10/11/2022 (Afternoon) ,"['(a) Bhangra ', '(b) Raslila ', '(c) Kalbelia ', '(d) Dandiya Raas ']",(d) Dandiya Raas ,"Sol.112.(d) Dandiya Raas is a folk dance of Gujarat which is performed during the Navratri festival. Other folk dances of Gujarat are Garba, Gheriya, Dangi Nritya, Matukadi, Siddi Dhamal, Tippani and Hudo."
 Q.113. _______ is a traditional tribal dance performed mainly by the women of Jharkhand during the cultivation season. SSC CPO 10/11/2022 (Evening) ,"['(a) Vera Dance ', '(b) Yakshagana ', '(c) Verdigao Dance ', '(d) Jhumur ']",(d) Jhumur ,"Sol.113.(d) Jhumur (Kudmi community) . Other famous dances of Jharkhand - Santhali (folk dance of Jharkhand), Mardana Jhumair, Janani Jhumair, Domkach, Fagua, Chhau dance. Yakshagana dance (Karnataka), Verdigao (Daman and Diu)."
