question,options,answer,solution
" Q.188. Arrange the following rivers as they occur in the North-South direction in India. Beas, Indus, Chenab, Satluj, Ravi Higher Secondary 01/08/2022 ( Shift - 3 ) ","['(a) Satluj, Indus, Chenab, Ravi, Beas ', '(b) Indus, Ravi, Beas, Chenab, Satluj ', '(c) Satluj, Ravi, Indus, Chenab, Beas ', '(d) Indus, Chenab, Ravi, Beas, Satluj ']","(d) Indus, Chenab, Ravi, Beas, Satluj ","Sol.188.(d) Indus (Sindhu) river - Source (Lake Manasarovar), Satluj (Lake Rakshastal in Tibet), Ravi (Multhan tehsil of Kangra district of Himachal Pradesh), Chenab (Baralacha Pass in Himachal Pradesh) etc."
 Q.189. Which is a major watershed for the headwaters of the Yamuna River lies in the western Garhwal region of Uttarakhand? Graduate Level 01/08/2022 ( Shift - 4 ) ,"['(a) Dokriani glacier ', '(b) Bandarpunch glacier ', '(c) Kafni glacier ', '(d) Doonagiri glacier ']",(b) Bandarpunch glacier ,"Sol.189.(b) Bandarpunch glacier (part of Sankari range and lies within the Govind Pashu Vihar National park and Sanctuary). Dokriani glacier {located in the Bhagirathi basin of the central Himalaya, Uttarkashi district (Uttrakhand)}. Kafni Glacier {located in the upper reaches of the Kumaon Himalayas, to the southeast of Nanda Devi, gives rise to the Kafni River (tributary of the Pindar River)}. Doonagiri Glacier {Garhwal Himalayas, Dhauli ganga system of Glaciers}."
 Q.190. Which of the following is the multi-purpose rock and earth-fill embankment dam on the Bhagirathi River? Graduate Level 01/08/2022 ( Shift - 4 ) ,"['(a) Gandhisagar Dam ', '(b) Thein Dam ', '(c) Koyna Dam ', '(d) Tehri dam ']",(d) Tehri dam ,"Sol.190.(d) Tehri Dam {Uttarakhand, Highest dam in India, built-in 2006, operated by THDC (Tehri Development Corporation) India Limited}. Koyna dam (Koyna river, Maharashtra), Thein Dam (Ravi river, at border of Punjab and Jammu Kashmir), Gandhisagar dam (Chambal river, Madhya Pradesh)."
 Q.191. In which state of India is the Kangra and Kullu valley located? Graduate Level 01/08/2022 (Shift - 4 ) ,"['(a) Uttar Pradesh ', '(b) Jammu and Kashmir ', '(c) Himachal Pradesh ', '(d) Uttarakhand ']",(c) Himachal Pradesh ,"Sol.191.(c) Himachal Pradesh. Kangra Valley (river valley situated in the Western Himalayas), Kullu Valley (formed by the Beas River between Manali and Larji). Other famous valleys in Himachal Pradesh: Solang Valley, Spiti Valley, Tirthan Valley, Kinnaur valley, Green Valley, Barot Valley, Lahaul Valley, Pabbar Valley, etc."
 Q.192. Which state in India is the source of river Ghaggar? Higher Secondary 02/08/2022 ( Shift - 2 ) ,"['(a) Uttar Pradesh ', '(b)Uttarakhand ', '(c) Haryana ', '(d) Himachal Pradesh ']",(d) Himachal Pradesh ,"Sol.192.(d) Himachal Pradesh (Shivalik hills). It flows through Punjab, Haryana and then into Rajasthan. It flows only during the monsoon season. It is known as Hakra river in Pakistan. The main tributaries of the Ghaggar are the Kaushalya river, Markanda, Sarsuti, Tangri and Chautang."
 Q.193. An artificial lake named Gobind Sagar was created in 1976 by a huge hydroelectric dam at Bhakra on t he _______ river. Higher Secondary 05/08/2022 ( Shift - 2 ) ,"['(a) Tapti ', '(b) Gandak ', '(c) Chenab ', '(d) Sutlej ']",(d) Sutlej ,"Sol.193.(d) Satluj rises from the Manasarovar-Rakas Lakes in western Tibet. The ancient name of the Sutlej River is Zaradros (Ancient Greek), Shutudri, or Shatadru (Sanskrit)."
 Q.194. Which of the following is the only large river in the Indian desert? SSC MTS 05/07/2022 (Morning) ,"['(a) Kosi River ', '(b) Betwa River ', '(c) Luni River ', '(d) Banas River ']",(c) Luni River ,"Sol.194.(c) Luni River . Origin - Pushkar valley of the Aravalli Range. Ends - marshy lands of Rann of Kutch in Gujarat. Tributaries - Lilari, Guhiya, Bandi (Hemawas), Sukri (Hemawas), Sukri, Mithri, J awai, Khari Bani Sukri Bandi and Sugi."
 Q.195. India and Sri Lanka are joined by a group of islets forming ______. SSC MTS 06/07/2022 (Evening) ,"['(a) Mahatma Gandhi Setu ', '(b) Sisseri River Bridge ', '(c) Bhupen Hazarika Bridge ', '(d) Adam’s Bridge ']",(d) Adam’s Bridge ,"Sol.195.(d) Adam's Bridge (Rama Setu), is a chain of limestone shoals, between Pamban Island (Rameswaram Island), Tamil Nadu, India, and Mannar Island, Sri Lanka. Mahatma Gandhi Setu (Bihar), Sisseri River Bridge (Arunachal Pradesh), Bhupen Hazarika bridge (Connects Assam and Arunachal Pradesh)."
 Q.196. Pushkar lake is situated in which district of Rajasthan? SSC MTS 14/07/2022 (Evening) ,"['(a) Jaipur ', '(b) Ajmer ', '(c) Bikaner ', '(d) Alwar ']",(b) Ajmer ,"Sol.196.(b) Ajmer. Freshwater Lakes in Rajasthan : Ajmer - Ana Sagar Lake, Lake Foy Sagar; Alwar - Siliserh Lake; Banswara - Anand Sagar Lake and Dailab Lake; Bundi - Jait Sagar Lake, Kanak Sagar Lake, and Nawar Sagar Lake; Dungarpur - Gaib Sagar Lake; Jaisalmer - Gadsisar Lake; Jodhpur - Balsamand Lake, Kailana Lake; Kota - Kishore Sagar Lake; Rajsamand - Rajsamand Lake; Udaipur - Doodh Talai, Fateh Sagar Lake, Jaisamand Lake, Udai Sagar Lake, and Pichola Lake."
 Q.197. What is the meaning of the term Moraine? SSC MTS 19/07/2022 (Morning) ,"['(a) Melting of accumulated snow ', '(b) Material transported and deposited by glacier ', '(c) Valley with vertical sides and wide floor ', '(d) The higher level tributary ']",(b) Material transported and deposited by glacier ,"Sol.197.(b) A moraine is material left behind by a moving glacier. This material is usually soil and rock. Moraines are divided into four main categories: lateral moraines, medial moraines, supraglacial moraines, and terminal moraines."
 Q.198. Which of the following ports is known as ‘Diamond Harbour’? SSC MTS 06/07/2022 (Evening) ,"['(a) Port Blair ', '(b) Kochi ', '(c) Kolkata ', '(d) Mangalore ']",(c) Kolkata ,"Sol.198.(c) Kolkata Port (Haldia seaport) is the only riverine Major P ort situated on the Hugli river in West Bengal. Kochi port i s located on the Vembanad Lake in Kerala, and is important for t he export of spices and salt."
 Q.199. Which lake of I ndia is the result of tectonic activity? SSC MTS 25/07/2022 (Morning) ,"['(a) Wular lake ', '(b) Barapani lake ', '(c) Dal lake ', '(d) Loktak lake ']",(a) Wular lake ,"Sol.199.(a) Wular lake is one of the biggest freshwater lakes in Asia, it is fed by the Jhelum River. It is located in Bandipora district of Jammu and Kashmir, India. Other Famous lakes : - Barapani lake (Meghalaya), Dal lake (Jammu and Kashmir), Loktak lake (Manipur)."
 Q.200. Which of the following contains the largest amount of freshwater on earth? SSC MTS 25/07/2022 (Afternoon) ,"['(a) Ice caps ', '(b) Inland seas ', '(c) Atmosphere ', '(d) Groundwater ']",(a) Ice caps ,"Sol.200.(a) Ice caps. Over 68 percent of the freshwater on Earth is found in icecaps and glaciers, and just over 30 percent is found in groundwater. Only about 0.3 percent of our freshwater is found in the surface water of lakes, rivers, and swamps."
 Q.201. Tsomgo Lake is a glacial lake located in which of the following states? SSC MTS 25/07/2022 (Evening) ,"['(a) Meghalaya ', '(b) Punjab ', '(c) Sikkim ', '(d) Gujarat ']",(c) Sikkim ,Sol.201.(c) Sikkim. Tsongmo Lake (Changu Lake) remains frozen during the winter season. It is revered as a holy lake by the people of Sikkim.
 Q.202. The G anga plain extends between two rivers? SSC CHSL 25/05/2022(Evening) ,"['(a) Yamuna and Teesta ', '(b) Ghaggar and Teesta ', '(c) Ghaggar and Bhagirathi ', '(d) Ganga and Teesta ']",(b) Ghaggar and Teesta ,Sol.202.(b) Ghaggar and Teesta. Six Physiographic Divisions of India - 1. The Himalayan Mountains 2.The Northern Plains 3. The Peninsular Plateau 4. The Indian Desert 5. The Coastal Plains 6. The Islands. The Western part of the Northern Plain is referred to as the Punjab Plains. Brahmaputra plain lies in the state of Assam.
" Q.203. Which river basin covers an area 2 of 65,145 𝑘𝑚 , o f w hich a bout 8 0% lies in Maharashtra? SSC CHSL 27/05/2022(Morning) ","['(a) Krishna ', '(b) Narmada ', '(c) Godavari ', '(d) Tapi ']",(d) Tapi ,Sol.203.(d) Tapi Basin is situated in the northern part of the Deccan Plateau. Nearly 80% of the basin lies in the State of Maharashtra.
 Q.204. Which state does the Brahmaputra river enter when it takes a U turn at Namcha Barwa? SSC CHSL 31/05/2022(Evening) ,"['(a) Mizoram ', '(b) Assam ', '(c) Nagaland ', '(d) Arunachal Pradesh ']",(d) Arunachal Pradesh ,"Sol.204.(d) Arunachal Pradesh. The catchment area of the Brahmaputra (Tsangpo) river falls in four countries (Tibet, Bhutan, India, and Bangladesh)."
" Q.205. Which river basin covers an area 2 of 8,60,000 𝑘𝑚 and is spread across 11 Indian states? SSC CHSL 01/06/2022(Morning) ","['(a) Mahanadi basin ', '(b) Ganga basin ', '(c) Indus basin ', '(d) Brahmaputra basin ']",(b) Ganga basin ,"Sol.205.(b) Ganga Basin - 11 States. Uttar Pradesh, Uttarakhand, Madhya Pradesh, Chhattisgarh, Bihar, Jharkhand, Rajasthan, West Bengal, Haryana, Himachal Pradesh and Delhi. Indus Basin - Himachal Pradesh, Punjab, Haryana, Rajasthan and Jammu & Kashmir. Brahmaputra Basin - Arunachal Pradesh, Assam, West Bengal, Meghalaya, Nagaland, Sikkim."
 Q.206. Which river rises near Mhow in the Malwa plateau of Madhya Pradesh? SSC CHSL 01/06/2022(Morning) ,"['(a) Chambal ', '(b) Mahi ', '(c) Varuna ', '(d) Betwa ']",(a) Chambal ,"Sol.206.(a) Chambal . Mahi river originates from Manda Village in Vindhya Range in Madhya Pradesh. Varuna River (Tributary of Ganga River originates in Phulpur in the Prayagraj d istrict). Betwa River (originates from Hoshangabad, Vindhya Range, Madhya Pradesh."
" Q.207. In ancient times, which river was also known as 'Pooni' in Tamil which is the fourth largest river flowing in the southeast direction through the states of Karnataka and Tamil Nadu ? SSC CHSL 02/06/2022(Evening) ","['(a) Kaveri River ', '(b) Satluj River ', '(c) Ravi River ', '(d) Tapi River ']",(a) Kaveri River ,Sol.207.(a) Kaveri River. It is a sacred river in southern India. It rises on Brahmagiri Hill of the Western Ghats in southwestern Karnataka state and drains into the Bay of Bengal through Pondicherry.
 Q.208. Which of the following rivers is also called Vyath? SSC CGL 12/04/2022(Evening) ,"['(a) Jhelum ', '(b) Zkar ', '(c) Tawi ', '(d) Shyok ']",(a) Jhelum ,"Sol.208.(a) Jhelum River. Zanskar river , primarily known for its unique Chadar Trek or the Frozen River Trek, in Ladakh."
 Q.209. The Hundru Fall lies along the course of which of the following rivers? SSC CGL 19/04/2022(Afternoon) ,"['(a) Damodar ', '(b) Sone ', '(c) Mahanadi ', '(d) Subarnarekha ']",(d) Subarnarekha ,Sol.209.(d) Subarnarekha. It is located in Ranchi District. Rajrappa w aterfalls o ccur at the confluence of River Bhairavi and river Damodar.
" Q.210. Which of the following rivers flow through both the states, West Bengal and Sikkim? SSC CGL 19/04/2022(Evening) ","['(a) Koshi ', '(b) Hooghly ', '(c) Sone ', '(d) Teesta ']",(d) Teesta ,"Sol.210.(d) Teesta river originates in the Himalayas near Chunthang, Sikkim and flows to the south through West Bengal before entering Bangladesh."
 Q.211. The Hirakud Dam is built near the city of ______ in Odisha. SSC CGL 20/04/2022(Evening) ,"['(a) Cuttack ', '(b) Rourkela ', '(c) Sambalpur ', '(d) Balasore ']",(c) Sambalpur ,"Sol.211.(c) Sambalpur . Dam is a structure built across a stream or river to hold water back. Dams can be used to store water, control flooding, and generate electricity. Hirakud dam (Built on Mahanadi river) is the longest earthen dam in the world."
" Q.212. River Ken is one of the major rivers of the Bundelkhand region of central India and flows through two states, Madhya Pradesh and ______. SSC CGL 20/04/2022(Evening) ","['(a) Gujarat ', '(b) Maharashtra ', '(c) Rajasthan ', '(d) Uttar Pradesh ']",(d) Uttar Pradesh ,"Sol.212.(d) Uttar Pradesh. River Ken It is a tributary of t he Yamuna. The important tributaries of Ken - Alona, Bearma, S onar, Mirhasan, Shyamari, Banne, Kutri, Urmil, Kail and Chandrawal."
 Q.213. Which of the following is a snow-fed river? SSC MTS 05/10/2021(Morning) ,"['(a) Yamuna ', '(b) Godavari ', '(c) Kaveri ', '(d) Narmada ']",(a) Yamuna ,"Sol.213.(a) Yamuna. The Yamuna is the main and the longest right bank tributary of river Ganga. It is a snow-fed, braided river that rises from Yamunotri glacier near Bandarpoonch peak of the higher Himalaya."
 Q.214. Which of t he following rivers form Kunchikal waterfall in Karnataka? SSC MTS 05/10/2021(Evening) ,"['(a) Mandavi ', '(b) Varahi ', '(c) Urmodi ', '(d) Kabini ']",(b) Varahi ,Sol.214.(b) Varahi. Kunchikal Falls is located in Nidagodu village near Masthikatte in Shimoga district of state Karnataka. It cascade down rocky boulders and the total height of fall is 455 meters.
 Q.215. The river Indus was called ______ by the Iranians and the Greeks about 2500 years ago. SSC MTS 06/10/2021(Morning) ,"['(a) Vitasta ', '(b) Karnali ', '(c) Vipasa ', '(d) Hindos ']",(d) Hindos ,"Sol.215.(d) Hindos. This word is derived from the Sanskrit word ""Sindhu'', which means ""river""."
 Q.216. Which of the following rivers flows into the Bay of Bengal? SSC MTS 07/10/2021(Afternoon) ,"['(a) Narmada ', '(b) Mahanadi ', '(c) Tapi ', '(d) Indus ']",(b) Mahanadi ,"Sol.216.(b) Mahanadi. The Mahanadi is one of the major east flowing peninsular rivers in India, originating in Dhamtari district of Chhattisgarh and draining into the Bay of Bengal."
 Q.217. About 5 0% of t he ______ Basin lies in Maharashtra. SSC MTS 07/10/2021(Evening) ,"['(a) Godavari ', '(b) Kaveri ', '(c) Mahanadi ', '(d) Narmada ']",(a) Godavari ,Sol.217.(a) Godavari .
 Q.218. The groundwater stored between layers of hard rock below the water table is called: SSC MTS 08/10/2021(Morning) ,"['(a) glacier ', '(b) hot spring ', '(c) geyser ', '(d) aquifer ']",(d) aquifer ,"Sol.218.(d) aquifer . Glaciers are formed when snow accumulates and compacts over time. Hot springs are formed when groundwater is heated by geothermal energy. Geysers are hot springs that periodically erupt, sending a column of hot water and steam into the air."
 Q.219. Which of the following is a tributary of Yamuna river? SSC MTS 08/10/2021(Afternoon) ,"['(a) Gandak ', '(b) Son ', '(c) Ghaghra ', '(d) Chambal ']",(d) Chambal ,"Sol.219.(d) Chambal River. It forms part of the greater Gangetic drainage system. The Chambal and its tributaries drain the Malwa region of northwestern Madhya Pradesh, while its tributary, the Banas, rises in the Aravalli Range and drains southeastern Rajasthan."
 Q.220. On which o f t he following rivers is Pakistan constructing a dam named 'Diamer Basha' dam? SSC MTS 12/10/2021(Morning) ,"['(a) Indus ', '(b) Jhelum ', '(c) Sutlej ', '(d) Chenab ']",(a) Indus ,"Sol.220.(a) Indus . It is located between Kohistan district in Khyber Pakhtunkhwa and Diamer district in Gilgit Baltistan, Pakistan administered Kashmir."
 Q.221. Which of the following waterfalls is in the state of Goa? SSC MTS 12/10/2021(Evening) ,"['(a) Dudhsagar ', '(b) Duduma ', '(c) Gokak ', '(d) Shivasamudram ']",(a) Dudhsagar ,"Sol.221.(a) Dudhsagar waterfall is a four-tiered waterfall located on the Mandovi River. Duduma Waterfall is situated on the border of Koraput (Odisha) and Visakhapatnam (Andhra Pradesh) districts of India. The Gokak Falls is a waterfall located on the Ghataprabha River in Belagavi district of Karnataka, India. The Shivasamudram Falls , located in the Chamarajanagar district and Mandya district of the state of Karnataka."
 Q.222. Which of the following is the largest west flowing river in Rajasthan? SSC MTS 13/10/2021(Evening) ,"['(a) Luni ', '(b) Chambal ', '(c) Banganga ', '(d) Banas ']",(a) Luni ,"Sol.222.(a) Luni . It originates in the Pushkar valley of the Aravalli Range, near Ajmer, passes through the southeastern portion of the Thar Desert, and ends in the marshy lands of Rann of Kutch in Gujarat."
 Q.223. The river Indus lies to the ______ of the Great Indian Desert. SSC MTS 14/10/2021(Morning) ,"['(a) West ', '(b) north ', '(c) east ', '(d) south ']",(a) West ,"Sol.223.(a) West. The Thar Desert is bordered by the irrigated Indus River plain to the west, the Punjab Plain to the north and northeast, the Aravalli Range to the southeast, and the Rann of Kachchh to the south."
 Q.224. In which of the following states is the Bhambavli Vajrai Waterfall located? SSC MTS 14/10/2021(Evening) ,"['(a) Odisha ', '(b) Andhra Pradesh ', '(c) Karnataka ', '(d) Maharashtra ']",(d) Maharashtra ,"Sol.224.(d) Maharashtra . The waterfall is situated in the district of Satara in western Maharashtra. Famous w aterfalls in Maharashtra - Malshej Falls, Pandavkada waterfall, Randha Falls, Chinaman's Falls, Dhobi Waterfall, Sahastrakund waterfalls, Zenith Falls, Vihigaon Waterfall."
 Q.225. Which of the following states has the largest catchment area of Godavari Basin? SSC MTS 20/10/2021 (Morning) ,"['(a) Karnataka ', '(b) Maharashtra ', '(c) Madhya Pradesh ', '(d) Telangana ']",(b) Maharashtra ,"Sol.225.(b) Maharashtra. Banganga, Kadva, Shivana, Purna, Kadam, P ranahita, Indravati, Taliperu, Sabari, Nasardi, Pravara, Sindphana, Manjira, Manair, Kinnerasani are tributaries of Godavari river."
 Q.226. Which of the following river systems has Wardha river as one of its significant rivers? SSC MTS 20/10/2021(Afternoon) ,"['(a) Godavari ', '(b) Mahanadi ', '(c) Ganga ', '(d) Krishna ']",(a) Godavari ,Sol.226.(a) Godavari.
 Q.227. In which Indian state will you find the river Muhuri? SSC MTS 26/10/2021(Morning) ,"['(a) Punjab ', '(b) Madhya Pradesh ', '(c) Uttar Pradesh ', '(d) Tripura ']",(d) Tripura ,"Sol.227.(d) Tripura. Muhuri is a transnational river between India and Bangladesh. Rising in Tripura, It flows into Bangladesh where it merges with the Feni near the latter's mouth to the Bay of Bengal."
 Q.228. In which Indian state is the 'Bhushi Lake' located? SSC MTS 26/10/2021(Evening) ,"['(a) Punjab ', '(b) Rajasthan ', '(c) Gujarat ', '(d) Maharashtra ']",(d) Maharashtra ,"Sol.228.(d) Maharashtra . Popular Lakes in Maharashtra - Upvan Lake, Vihar Lake, Powai Lake, Rankala Lake, Panshet Lake, Ganesh Lake, Venna Lake, Lonar Lake."
" Q.229. Which Indian state is the source of the rivers Brahmani, Kharkai and Subarnarekha? SSC MTS 26/10/2021(Evening) ","['(a) Madhya Pradesh ', '(b) Bihar ', '(c) Jharkhand ', '(d) Uttar Pradesh ']",(c) Jharkhand ,"Sol.229.(c) Jharkhand. Other rivers in Jharkhand - Sone river, Barakar river, Damodar river, Ajay river, South K oel river, Shankh river, North Koel river."
" Q.230. Bhojtal, formerly known as Upper Lake, is situated in which o f t he following states? SSC MTS 27/10/2021(Morning) ","['(a) Odisha ', '(b) Madhya Pradesh ', '(c) Rajasthan ', '(d) Uttar Pradesh ']",(b) Madhya Pradesh ,"Sol.230.(b) Madhya Pradesh. Famous Lakes: Madhya Pradesh - The Lower Lake, Munj Sagar Lake, Yashwant Sagar; Uttar Pradesh - Keetham Lake; Odisha - Ansupa Lake; Rajasthan - Fateh Sagar Lake."
 Q.231. Which river marks the easternmost boundary of t he Himalayas? SSC MTS 27/10/2021(Afternoon) ,"['(a) Brahmaputra ', '(b) Kali ', '(c) Dihang ', '(d) Tista ']",(a) Brahmaputra ,Sol.231.(a) Brahmaputra .
 Q.232. Gurdwara Patalpuri Sahib is located on the bank of river ______. SSC CGL 13/08/2021(Morning) ,"['(a) Yamuna ', '(b) Ganga ', '(c) Sutlej ', '(d) Beas ']",(c) Sutlej ,Sol.232.(c) Sutlej. Gurdwara Patalpuri Sahib located in Rupnagar district of Punjab. Guru Hargobind Ji in 1644 as well as Guru Har Rai Ji in 1661 were cremated here.
 Q.233. Which of the following is a tributary of the river Brahmaputra that flows through Bhutan? SSC CGL 13/08/2021(Evening) ,"['(a) Wang Chhu River ', '(b) Sittaung River ', '(c) Ayeyarwady River ', '(d) Chindwin River ']",(a) Wang Chhu River ,"Sol.233.(a) Wang Chhu River . Bhutan has four major rivers, named Drangme Chhu, Mo Chhu, Wang Chhu and Torsa Chhu . The Brahmaputra is one of the largest rivers of the Indian Subcontinent."
 Q.234. What is the name of the river formed by the confluence of Sankh River and South Koel River at Vedv yas in Odisha ? SSC CGL 16/08/2021(Afternoon) ,"['(a) Brahmani ', '(b) Subarnarekha ', '(c) Pennar ', '(d) Sabarmati ']",(a) Brahmani ,"Sol.234.(a) Brahmani . It winds generally southeast past Bonaigarh and Talcher and then turns east to join northern branches of the Mahanadi River, which then empties into the Bay of Bengal at Palmyras Point."
 Q.235. In which o f the following states is Anchar Lake located? SSC CGL 16/08/2021(Evening) ,"['(a) Jammu and Kashmir ', '(b) Assam ', '(c) Bihar ', '(d) Meghalaya ']",(a) Jammu and Kashmir ,"Sol.235.(a) Jammu and Kashmir. It is located near the Soura area in the city of Srinagar, Jammu and Kashmir. The lake is connected with the famous Dal Lake."
" Q.236. Yerla, Warna and Dindi are tributaries of the ______ river system. SSC CGL 17/08/2021(Evening) ","['(a) Brahmaputra ', '(b) Godavari ', '(c) Kaveri ', '(d) Krishna ']",(d) Krishna ,Sol.236.(d) Krishna .
 Q.237. The river Ganga divides the state of Bihar into ______ parts. SSC CGL 17/08/2021(Evening) ,"['(a) 5 ', '(b) 4 ', '(c) 3 ', '(d) 2 ']",(d) 2 ,Sol.237.(d) 2. Parts of the state - North Bihar and South Bihar. Ganga River enters Bihar through Bauxar district and exits from Bhagalpur district.
 Q.238. Where is the Jai Hind bridge located in India? SSC CGL 20/08/2021(Evening) ,"['(a) Kolkata ', '(b) Hyderabad ', '(c) Mumbai ', '(d) Chennai ']",(a) Kolkata ,"Sol.238.(a) Kolkata. Majerhat Bridge named ""Jai Hind"" to mark Subhas Chandra Bose's 125th birth anniversary."
" Q.239. A/an ______ is a natural geo-hydrological unit of land, which collects water and drains it through a common point by a system of streams. SSC CGL 24/08/2021(Morning) ","['(a) warabandi ', '(b) aquifer ', '(c) watershed ', '(d) reservoir ']",(c) watershed ,"Sol.239.(c) Watershed. Types (In hectare) : Macro watershed (> 50,000), Sub-watershed (10,000 to 50,000), Milli-watershed (1000 to 10000), Micro watershed (100 to 1000), Mini watershed (1-100)."
 Q.240. Which of the following places is NOT located on the banks of river Ganga? SSC CGL 24/08/2021(Morning) ,"['(a) Varanasi ', '(b) Hazaribagh ', '(c) Kanpur ', '(d) Phaphamau ']",(b) Hazaribagh ,Sol.240.(b) Hazaribagh is a city and a municipal corporation in the Hazaribagh district in Jharkhand.
 Q.241. A channel of a canal where water flows under the influence of gravity is called ______. SSC CGL 24/08/2021(Evening) ,"['(a) lift channel ', '(b) command area ', '(c) warabandi system ', '(d) flow channel ']",(d) flow channel ,"Sol.241.(d) flow channel. It is the flow o f water induced by the effect of gravity. The surface of the flowing liquid is at atmospheric pressure and free to air. The example of open channel flow includes flow in canal, river, etc."
 Q.242. On which river is Peacock Island located? SSC CHSL 13/04/2021(Afternoon) ,"['(a) Mahanadi ', '(b) Ganga ', '(c) Brahmaputra ', '(d) Yamuna ']",(c) Brahmaputra ,"Sol.242.(c) Brahmaputra. Peacock Island or Umananda Island is the smallest inhabited river island in the middle of river Brahmaputra, flowing through the city of Guwahati. Its name derives from Assamese Uma. It is also known as Bhasmachal."
 Q.243. Which of the following is Uttarakhand’s first gravity dam? SSC CHSL 15/04/2021(Morning) ,"['(a) Tehri dam ', '(b) Baigul dam ', '(c) Dhora dam ', '(d) Song dam ']",(d) Song dam ,Sol.243.(d) Song dam which is to be built on the foothills of M ussoorie o n the Song river to meet the water shortage of the state during the summers.
 Q.244. Which one of the following is the longest river of Nepal? SSC CHSL 15/04/2021(Evening) ,"['(a) River Koshi ', '(b) River Narayani ', '(c) River Karnali ', '(d) River Seti ']",(c) River Karnali ,Sol.244.(c) River Karnali also called Ghaghara is a perennial transboundary river originating on the Tibetan Plateau near Lake Manasarovar.
 Q.245. ‘Ong’ and ‘Tel’ are tributaries of the river ______. SSC CHSL 16/04/2021(Morning) ,"['(a) Krishna ', '(b) Ganga ', '(c) Kaveri ', '(d) Mahanadi ']",(d) Mahanadi ,"Sol.245.(d) Mahanadi. Tributaries of Mahanadi - Seonath, Hideo, Jonk, M and, Ib."
 Q.246. Which type of d am i s a temporary dam constructed to exclude water from the specific area? SSC CHSL 19/04/2021(Afternoon) ,"['(a) Coffer ', '(b) Impounding ', '(c) Detention ', '(d) Debris ']",(a) Coffer ,"Sol.246.(a) coffer. It is built to permit damming, diversion, or dewatering and construction of a permanent structure in a dry area. A detention dam is built to catch surface runoff and stream water flow to regulate the water flow in areas below the dam. Detention dams are commonly used to reduce the damage caused b y flooding or to manage the flow rate through a channel."
 Q.247. Which of the following rivers rises in the west of Rohtang Pass in the Kullu hills of Himachal Pradesh and flows through the Chamba valley of the state? SSC CHSL 04/08/2021(Evening) ,"['(a) Satluj ', '(b) Ravi ', '(c) Beas ', '(d) Chenab ']",(b) Ravi ,"Sol.247.(b) Ravi. It is the smallest river amongst the five rivers of Punjab. Punjab state is divided into Majha, Doaba and Malwa regions."
 Q.248. Suryadhar lake is located in which of the following states? SSC CHSL 04/08/2021(Evening) ,"['(a) HimachalPradesh ', '(b) Arunachal Pradesh ', '(c) Uttarakhand ', '(d) Meghalaya ']",(c) Uttarakhand ,"Sol.248.(c) Uttarakhand . Famous Lakes in Uttarakhand - Auli Artificial Lake, Baraadsar Lake, Bedni Kund , B halu Dam, Bhimtal Lake, Bhulla Tal, Bisurital, Brahmatal Trek etc."
 Q.249. In which o f t he following states is the Sirki Waterfall located? SSC CHSL 06/8/2021(Afternoon) ,"['(a) Arunachal Pradesh ', '(b) Andhra Pradesh ', '(c) Himachal Pradesh ', '(d) Madhya Pradesh ']",(a) Arunachal Pradesh ,"Sol.249.(a) Arunachal Pradesh. Other Waterfalls - The Nuranang Waterfall, the Bap Teng Kang Waterfall"
 Q.250. Ujjain is on the banks of the river ______. SSC CHSL 06/08/2021(Evening) ,"['(a) Kshipra ', '(b) Dibang ', '(c) Sarayu ', '(d) Saraswati ']",(a) Kshipra ,"Sol.250.(a) Kshipra (Tributary of the Chambal River). Ujjain was once the capital of the Avanti kingdom and is one of t he 12 Jyotirlingas, or shrines of S hiva. The city is also home to the Mahakaleshwar Temple."
 Q.251. Which of t he following is NOT one of the three parallel ranges of the Himalayas in its longitudinal extent? SSC CHSL 9/8/2021(Evening) ,"['(a) Shiwaliks ', '(b) Himshikha ', '(c) Himachal ', '(d) Himadri ']",(b) Himshikha ,"Sol.251.(b) H imshikha . Shiwaliks (Lesser Himalayas): The outermost range, Himachal (Great Himalayas): Middle range, Himadri (Inner Himalayas): Inner range."
" Q.252. Which river has the tributaries by the name of Mayurakshi, Damodar, Kangsabati and Rupnarayan? SSC CHSL 11/8/2021(Morning) ","['(a) Godavari ', '(b) Yamuna ', '(c) Hooghly ', '(d) Brahmaputra ']",(c) Hooghly ,Sol.252.(c) Hooghly . It is the eastern distributary of the Ganges River in West Bengal.
 Q.253. Chulia waterfall is situated on Chambal River in ______. SSC CHSL 11/8/2021(Afternoon) ,"['(a) Uttar Pradesh ', '(b) Gujarat ', '(c) Rajasthan ', '(d) Madhya Pradesh ']",(c) Rajasthan ,Sol.253.(c) Rajasthan . State and Waterfall : Uttar Pradesh - Lakhaniya Dari Falls; Gujarat - Shankar Waterfall; Madhya Pradesh - Dhuandhar Falls.
 Q.254. Rain is liquid ______. SSC CHSL 12/8/2021(Morning) ,"['(a) precipitation ', '(b) condensation ', '(c) decantation ', '(d) sedimentation ']",(a) precipitation ,"Sol.254.(a) Precipitation is any product of the condensation of atmospheric water vapor that falls under gravitational pull from clouds. The main forms of precipitation include drizzling, rain, sleet, snow, ice pellets, graupel and hail."
